item	file	line	kind	origin	status	evidence
ScriptProfileRunLine	src/extract/script.rs	754	struct		UNVERIFIED	
ScriptProfileExecutedSpeechLine	src/extract/script.rs	772	struct		UNVERIFIED	
required_profile_slot_name	src/extract/script.rs	782	fn		UNVERIFIED	
required_profile_slot_path	src/extract/script.rs	800	fn		UNVERIFIED	
load_script_profile	src/extract/script.rs	815	fn		UNVERIFIED	
loaded_profile_by_index	src/extract/script.rs	879	fn		UNVERIFIED	
script_profile_request_summary	src/extract/script.rs	888	fn		UNVERIFIED	
post_update_pair_summary	src/extract/script.rs	902	fn		UNVERIFIED	
presentation_handoff_summary	src/extract/script.rs	917	fn		UNVERIFIED	
parse_script_executed_speech	src/extract/script.rs	932	fn		TESTED	
parse_script_uncovered_speech	src/extract/script.rs	1022	fn		TESTED	/// Dialogue in named COD functions the main execution trace never enters /// (event-triggered scenes — the source of ~40% of otherwise-uncovered dialogue). /// These lines are resolved by the STATIC 
executed_line_from_static	src/extract/script.rs	1122	fn		UNVERIFIED	/// Convert a statically-resolved [`ScriptSpeechLine`] into the executed-line form /// the dialogue-run video renderer consumes, tagging it with a `fn:<script>:<fn>` /// scenario id so it groups into 
caption_line_from_static	src/extract/script.rs	1158	fn		UNVERIFIED	/// Convert a no-character UI/system/narration [`ScriptSpeechLine`] into a caption /// line (tagged `cap:<script>:<fn>`) — rendered as text-on-dark by the dialogue-run /// renderer (no actor, no backg
parse_script_profile_sequence	src/extract/script.rs	1190	fn		TESTED	
parse_script_branch_scenario_speech	src/extract/script.rs	1289	fn		UNVERIFIED	
executed_speech_rows_from_trace	src/extract/script.rs	1412	fn		UNVERIFIED	
text_calls_by_offset	src/extract/script.rs	1488	fn		TESTED	
parse_deb_object_names	src/extract/script.rs	1526	fn		UNVERIFIED	
vm_execution_context_from_deb	src/extract/script.rs	1540	fn		TESTED	
vm_execution_context_from_object_names	src/extract/script.rs	1562	fn		UNVERIFIED	
resolve_background_from_location	src/extract/script.rs	1578	fn		UNVERIFIED	
parse_script_text_calls	src/extract/script.rs	1599	fn		UNVERIFIED	
function_name_for_offset	src/extract/script.rs	1720	fn		UNVERIFIED	
decode_vm_words	src/extract/script.rs	1729	fn	0xFFFF	ASM?	// Decode only the SPOKEN section. An 0xA6 word list may carry a choice menu after // an 0xFFFF separator, and 0xFFFF is not a dictionary offset -- so requiring every // entry to resolve made this ret
text_token_end	src/extract/script.rs	1750	fn		UNVERIFIED	
disassemble_function	src/extract/script.rs	1765	fn		UNVERIFIED	
vm_token_has_disassembly	src/extract/script.rs	1847	fn		UNVERIFIED	
current_actor_record	src/extract/script.rs	1856	fn		UNVERIFIED	
push_vm_token_disassembly	src/extract/script.rs	1862	fn		UNVERIFIED	
vm_token_offset	src/extract/script.rs	2152	fn		UNVERIFIED	
vm_token_len	src/extract/script.rs	2171	fn		UNVERIFIED	
push_raw_disassembly	src/extract/script.rs	2196	fn		UNVERIFIED	
assemble_dialogue	src/extract/script.rs	2229	fn	0x66CD,0x6739	ASM?	/// Assemble a dialogue line's words into the on-screen string exactly as the /// game's 0xA6 handler does (BLOODPRG.EXE 0x66CD–0x6739, see re/REVERSE.md): /// a space between words, except no space b
decode_text_call_at	src/extract/script.rs	2254	fn		UNVERIFIED	
parse_script_character_contexts	src/extract/script.rs	2423	fn		UNVERIFIED	
parse_script_symbols	src/extract/script.rs	2459	fn		UNVERIFIED	
write_script_speech_manifest	src/extract/script.rs	2562	fn		UNVERIFIED	
write_script_text_flags_manifest	src/extract/script.rs	2615	fn		UNVERIFIED	
write_script_executed_speech_manifest	src/extract/script.rs	2650	fn		TESTED	
write_script_branch_scenario_speech_manifest	src/extract/script.rs	2698	fn		UNVERIFIED	
write_script_profile_runs_manifest	src/extract/script.rs	2747	fn		TESTED	
write_script_profile_executed_speech_manifest	src/extract/script.rs	2781	fn		TESTED	
write_script_profile_dialogue_runs_manifest	src/extract/script.rs	2839	fn		UNVERIFIED	
write_script_disassembly_manifest	src/extract/script.rs	2909	fn		UNVERIFIED	
write_script_branch_trace_manifest	src/extract/script.rs	2936	fn		UNVERIFIED	
write_script_post_update_manifest	src/extract/script.rs	2967	fn		UNVERIFIED	
write_script_branch_decisions_manifest	src/extract/script.rs	3001	fn		UNVERIFIED	
write_script_branch_coverage_manifest	src/extract/script.rs	3056	fn		UNVERIFIED	
write_script_branch_scenarios_manifest	src/extract/script.rs	3129	fn		UNVERIFIED	
ScriptDialogueRun	src/extract/script.rs	3170	struct		UNVERIFIED	
ScriptExecutedDialogueRun	src/extract/script.rs	3182	struct		UNVERIFIED	
ScriptProfileDialogueRun	src/extract/script.rs	3197	struct		UNVERIFIED	
script_dialogue_runs	src/extract/script.rs	3212	fn		UNVERIFIED	
script_executed_dialogue_runs	src/extract/script.rs	3249	fn		UNVERIFIED	
script_profile_dialogue_runs	src/extract/script.rs	3308	fn		UNVERIFIED	
executed_dialogue_run_id	src/extract/script.rs	3360	fn		UNVERIFIED	
profile_dialogue_run_id	src/extract/script.rs	3368	fn		UNVERIFIED	
RunCoverage	src/extract/script.rs	3373	struct		UNVERIFIED	
speech_run_coverage	src/extract/script.rs	3379	fn		UNVERIFIED	
executed_run_coverage	src/extract/script.rs	3399	fn		UNVERIFIED	
executed_dialogue_run_output_stem	src/extract/script.rs	3421	fn		UNVERIFIED	// Static uncovered-function scenes are tagged `fn:<script>:<function>`. // UI/system/narration captions are tagged `cap:<script>:<function>`.
profile_dialogue_run_output_stem	src/extract/script.rs	3461	fn		UNVERIFIED	
executed_line_input	src/extract/script.rs	3475	fn		UNVERIFIED	
scene_event_kind	src/extract/script.rs	3491	fn		UNVERIFIED	
format_scene_event_fields	src/extract/script.rs	3507	fn		UNVERIFIED	
write_script_scene_events_manifest	src/extract/script.rs	3624	fn		TESTED	
write_script_profile_scene_events_manifest	src/extract/script.rs	3702	fn		UNVERIFIED	
write_script_executed_dialogue_runs_manifest	src/extract/script.rs	3791	fn		UNVERIFIED	
write_script_branch_scenario_dialogue_runs_manifest	src/extract/script.rs	3859	fn		UNVERIFIED	
write_script_dialogue_runs_manifest	src/extract/script.rs	3928	fn		UNVERIFIED	
unique_join	src/extract/script.rs	4004	fn		UNVERIFIED	
parse_script_dictionary	src/extract/script.rs	4092	fn		TESTED	
hex_bytes	src/extract/script.rs	4112	fn		UNVERIFIED	
clean_tsv	src/extract/script.rs	4120	fn		UNVERIFIED	
build_subtitle_sfx_track	src/extract/subtitle_sfx.rs	3	fn		TESTED	
build_subtitle_sfx_track_from_events	src/extract/subtitle_sfx.rs	13	fn		UNVERIFIED	
SubtitleChatterEvent	src/extract/subtitle_sfx.rs	56	struct		TESTED	
subtitle_chatter_events	src/extract/subtitle_sfx.rs	61	fn	0x94A4,0x94DD,0x67bb	ASM?	// BLOODPRG.EXE 0x94A4..0x94DD advances the reveal pointer, then sets // gs:0x67bb only after that pointer reaches the terminating NUL. // This is a line-complete chatter event, not one SFX per charac
subtitle_reveal_char_count	src/extract/subtitle_sfx.rs	83	fn		UNVERIFIED	
subtitle_sfx_clips	src/extract/subtitle_sfx.rs	87	fn		UNVERIFIED	
func_149b	src/recomp/auto.rs	8	fn	0x0149b,0x0149c,0x0149d,0x0149e,0x0149f,0x6726,0x014a3,0x672	ORACLE	// 0x0149b: push es // 0x0149c: push di // 0x0149d: push ds // 0x0149e: push si // 0x0149f: mov es, word ptr [0x6726] // 0x014a3: lds si, ptr [0x672c] // 0x014a7: mov di, word ptr [si + 0x10] // 0x014
func_1fbc	src/recomp/auto.rs	91	fn	0x01fbc,0xa2e,0x01fbf,0x01fc1,0x1fd3,0x01fc3,0xa30,0x01fc7,0	ORACLE	// 0x01fbc: mov ax, word ptr [0xa2e] // 0x01fbf: test al, 1 // 0x01fc1: je 0x1fd3 // 0x01fc3: and al, byte ptr [0xa30] // 0x01fc7: jne 0x1fd3 // 0x01fc9: mov byte ptr [0xa3e], 1 // 0x01fce: mov byte p
func_242d	src/recomp/auto.rs	153	fn	0x0242d,0x0242e,0x0242f,0x02430,0x02431,0x02432,0x02433,0x02	ORACLE	// 0x0242d: push cx // 0x0242e: push dx // 0x0242f: push es // 0x02430: push di // 0x02431: push ds // 0x02432: push si // 0x02433: push bp // 0x02434: mov bp, ax // 0x02436: mov ax, gs // 0x02438: mo
func_248b	src/recomp/auto.rs	333	fn	0x0248b,0x0248c,0x0248d,0x0248f,0x02490,0x02492,0x02494,0x02	ORACLE	// 0x0248b: push es // 0x0248c: push di // 0x0248d: push eax // 0x0248f: push cx // 0x02490: mov ax, gs // 0x02492: mov es, ax // 0x02494: mov cx, 0x90 // 0x02497: mov di, 0x5251 // 0x0249a: xor eax, 
func_25a4	src/recomp/auto.rs	395	fn	0x025a4,0x025a5,0x025a6,0x025a7,0x025a8,0x025ab,0x25b5,0x025	ORACLE	// 0x025a4: push ax // 0x025a5: push si // 0x025a6: push di // 0x025a7: lodsb al, byte ptr [si] // 0x025a8: cmp al, byte ptr es:[di] // 0x025ab: jne 0x25b5 // 0x025ad: inc di // 0x025ae: or al, al // 
func_2612	src/recomp/auto.rs	466	fn	0x02612,0x02613,0x02614,0x02615,0x02616,0x02617,0x02619,0x02	ORACLE	// 0x02612: push bx // 0x02613: push cx // 0x02614: push dx // 0x02615: push si // 0x02616: push di // 0x02617: xor dx, dx // 0x02619: xor ax, ax // 0x0261b: mov bl, byte ptr [si] // 0x0261d: cmp bl, 
func_2e73	src/recomp/auto.rs	623	fn	0x02e73,0x02e75,0x02e77,0x02e79,0x02e7b,0x02e7c,0x02e7d,0x02	ORACLE	// 0x02e73: push eax // 0x02e75: push ebx // 0x02e77: push ecx // 0x02e79: push edx // 0x02e7b: push ds // 0x02e7c: push si // 0x02e7d: push es // 0x02e7e: push di // 0x02e7f: push ebp // 0x02e81: cld
func_3066	src/recomp/auto.rs	965	fn	0x03066,0x03067,0x03068,0x03069,0x0306a,0x0306b,0x0306c,0x03	ORACLE	// 0x03066: push ax // 0x03067: push bx // 0x03068: push cx // 0x03069: push dx // 0x0306a: push es // 0x0306b: push di // 0x0306c: push ds // 0x0306d: push fs // 0x0306f: les di, ptr gs:[0x5221] // 0
func_30cd	src/recomp/auto.rs	1167	fn	0x030cd,0x030ce,0x030cf,0x030d0,0x030d1,0x030d3,0x030d5,0x30	ORACLE	// 0x030cd: push bx // 0x030ce: push dx // 0x030cf: push di // 0x030d0: push si // 0x030d1: xor dx, dx // 0x030d3: or ax, ax // 0x030d5: jne 0x30e2 // 0x030d7: xor eax, eax // 0x030da: mov bx, 0x7362 
func_3106	src/recomp/auto.rs	1271	fn	0x03106,0x03107,0x03108,0x03109,0x0310a,0x0310b,0x0310c,0x03	ORACLE	// 0x03106: push ax // 0x03107: push bx // 0x03108: push cx // 0x03109: push dx // 0x0310a: push si // 0x0310b: push es // 0x0310c: push di // 0x0310d: push bp // 0x0310e: mov word ptr gs:[0x27cd], 0 
func_3192	src/recomp/auto.rs	1505	fn	0x03192,0x03193,0x03194,0x03195,0x03196,0x03197,0x03198,0x03	ORACLE	// 0x03192: push ax // 0x03193: push bx // 0x03194: push cx // 0x03195: push dx // 0x03196: push si // 0x03197: push es // 0x03198: push di // 0x03199: push bp // 0x0319a: mov word ptr gs:[0x27cd], 0 
func_32ac	src/recomp/auto.rs	1753	fn	0x032ac,0x032ad,0x032ae,0x032af,0x032b0,0x032b1,0x032b2,0x03	ORACLE	// 0x032ac: push ax // 0x032ad: push bx // 0x032ae: push cx // 0x032af: push dx // 0x032b0: push ds // 0x032b1: push es // 0x032b2: push di // 0x032b3: push bp // 0x032b4: or dx, dx // 0x032b6: je 0x3
func_3321	src/recomp/auto.rs	1965	fn	0x03321,0x03322,0x03323,0x03324,0x03325,0x03326,0x03327,0x03	ORACLE	// 0x03321: push ax // 0x03322: push cx // 0x03323: push dx // 0x03324: push es // 0x03325: push ds // 0x03326: push di // 0x03327: push bp // 0x03328: or dx, dx // 0x0332a: je 0x3396 // 0x0332c: js 0
func_339e	src/recomp/auto.rs	2172	fn	0x0339e,0x0339f,0x033a0,0x033a1,0x033a2,0x033a3,0x033a4,0x03	ORACLE	// 0x0339e: push ax // 0x0339f: push bx // 0x033a0: push cx // 0x033a1: push dx // 0x033a2: push bp // 0x033a3: push es // 0x033a4: push di // 0x033a5: push si // 0x033a6: or dx, dx // 0x033a8: je 0x3
func_3c6c	src/recomp/auto.rs	2431	fn	0x03c6c,0x03c6d,0x03c6e,0x03c6f,0x03c70,0x03c71,0x03c72,0x03	ORACLE	// 0x03c6c: push ax // 0x03c6d: push bx // 0x03c6e: push cx // 0x03c6f: push dx // 0x03c70: push es // 0x03c71: push di // 0x03c72: push ds // 0x03c73: push bp // 0x03c74: push si // 0x03c75: mov si, 
func_3d7b	src/recomp/auto.rs	2869	fn	0x03d7b,0x03d7d,0x03d7e,0x03d7f,0x03d80,0x03d81,0x03d82,0x52	ORACLE	// 0x03d7b: push eax // 0x03d7d: push bx // 0x03d7e: push cx // 0x03d7f: push es // 0x03d80: push di // 0x03d81: cld // 0x03d82: les di, ptr gs:[0x5221] // 0x03d87: mov cx, word ptr gs:[0x5239] // 0x0
func_3dbf	src/recomp/auto.rs	2976	fn	0x03dbf,0x03dc1,0x03dc2,0x03dc3,0x03dc4,0x03dc5,0x03dc6,0x52	ORACLE	// 0x03dbf: push eax // 0x03dc1: push bx // 0x03dc2: push cx // 0x03dc3: push es // 0x03dc4: push di // 0x03dc5: cld // 0x03dc6: les di, ptr gs:[0x5229] // 0x03dcb: mov cx, word ptr gs:[0x5239] // 0x0
func_414e	src/recomp/auto.rs	3083	fn	0x0414e,0x0414f,0x04150,0x04152,0x04153,0x04154,0x04155,0x04	ORACLE	// 0x0414e: push ax // 0x0414f: push dx // 0x04150: push ebp // 0x04152: push ds // 0x04153: push si // 0x04154: push di // 0x04155: push es // 0x04156: mov dx, gs // 0x04158: mov ds, dx // 0x0415a: m
func_41d1	src/recomp/auto.rs	3249	fn	0x041d1,0x041d2,0x041d3,0x041d6,0x6212,0x041d9,0x041db,0x041	ORACLE	// 0x041d1: push ax // 0x041d2: push bx // 0x041d3: shl ax, 5 // 0x041d6: mov bx, 0x6212 // 0x041d9: add bx, ax // 0x041db: mov ax, word ptr gs:[bx] // 0x041de: or al, al // 0x041e0: jns 0x41ea // 0x0
func_420d	src/recomp/auto.rs	3313	fn	0x0420d,0x0420e,0x0420f,0x04210,0x04213,0x04215,0x6212,0x042	ORACLE	// 0x0420d: push ax // 0x0420e: push bx // 0x0420f: push dx // 0x04210: shl ax, 5 // 0x04213: mov dx, bx // 0x04215: mov bx, 0x6212 // 0x04218: add bx, ax // 0x0421a: mov ax, word ptr gs:[bx] // 0x042
func_42cd	src/recomp/auto.rs	3398	fn	0x042cd,0x042cf,0x042d0,0x042d1,0x042d2,0x042d5,0x6212,0x042	ORACLE	// 0x042cd: push eax // 0x042cf: push bx // 0x042d0: push ds // 0x042d1: push si // 0x042d2: shl ax, 5 // 0x042d5: mov bx, 0x6212 // 0x042d8: add bx, ax // 0x042da: mov ax, word ptr gs:[bx] // 0x042dd
func_509d	src/recomp/auto.rs	3513	fn	0x0509d,0x0509e,0x0509f,0x050a0,0x050a1,0x050a2,0x050a3,0x05	ORACLE	// 0x0509d: push es // 0x0509e: push ds // 0x0509f: push si // 0x050a0: push di // 0x050a1: push ax // 0x050a2: push bx // 0x050a3: push cx // 0x050a4: push dx // 0x050a5: test byte ptr gs:[0x5231], 1
func_5320	src/recomp/auto.rs	3925	fn	0x05320,0x05321,0x05324,0x05326,0x05328,0x0532e,0x533a,0x053	ORACLE	// 0x05320: push bx // 0x05321: shl ax, 3 // 0x05324: mov bx, ax // 0x05326: xor ax, ax // 0x05328: test word ptr fs:[bx + 2], 3 // 0x0532e: je 0x533a // 0x05330: mov ax, word ptr fs:[bx] // 0x05333: 
func_533c	src/recomp/auto.rs	3974	fn	0x0533c,0x0533d,0x05340,0x05342,0x05347,0x05348	ORACLE	// 0x0533c: push bx // 0x0533d: shl ax, 3 // 0x05340: mov bx, ax // 0x05342: mov eax, dword ptr fs:[bx + 4] // 0x05347: pop bx // 0x05348: retf
func_577a	src/recomp/auto.rs	4004	fn	0x0577a,0x0577b,0x0577d,0x0577e,0x05780,0x578a,0x05782,0x057	ORACLE	// 0x0577a: push si // 0x0577b: mov bx, ax // 0x0577d: lodsw ax, word ptr [si] // 0x0577e: cmp ax, bx // 0x05780: je 0x578a // 0x05782: mov si, word ptr [si] // 0x05784: or si, si // 0x05786: je 0x578
func_5791	src/recomp/auto.rs	4063	fn	0x05791,0x05792,0x05793,0x05794,0x05795,0x6762,0x05799,0x057	ORACLE	// 0x05791: push es // 0x05792: push di // 0x05793: push ds // 0x05794: push si // 0x05795: mov ax, word ptr gs:[0x6762] // 0x05799: or ax, ax // 0x0579b: je 0x5811 // 0x0579d: test byte ptr gs:[0x67b
func_5fd8	src/recomp/auto.rs	4211	fn	0x05fd8,0x05fd9,0x05fda,0x6d3e,0x05fdd,0x05fe0,0x05fe3,0x5fe	ORACLE	// 0x05fd8: push cx // 0x05fd9: push bp // 0x05fda: mov bp, 0x6d3e // 0x05fdd: mov cx, 0x10 // 0x05fe0: cmp ax, word ptr [bp] // 0x05fe3: je 0x5fed // 0x05fe5: add bp, 2 // 0x05fe8: loop 0x5fe0 // 0x0
func_5ff6	src/recomp/auto.rs	4275	fn	0x05ff6,0x05ff7,0x05ff8,0x6d3e,0x05ffb,0x05ffe,0x06001,0x601	ORACLE	// 0x05ff6: push cx // 0x05ff7: push bp // 0x05ff8: mov bp, 0x6d3e // 0x05ffb: mov cx, 0x10 // 0x05ffe: cmp ax, word ptr [bp] // 0x06001: je 0x601f // 0x06003: add bp, 2 // 0x06006: loop 0x5ffe // 0x0
func_6023	src/recomp/auto.rs	4363	fn	0x06023,0x06024,0x06027,0x0602a,0x0602c,0x6d60,0x06031,0x060	ORACLE	// 0x06023: push bx // 0x06024: shl ax, 4 // 0x06027: bsf bx, bx // 0x0602a: add bx, ax // 0x0602c: mov al, byte ptr gs:[bx + 0x6d60] // 0x06031: cwde // 0x06032: pop bx // 0x06033: ret
func_78d0	src/recomp/auto.rs	4399	fn	0x078d0,0x078d1,0x2a27,0x078d4,0x2793,0x078d9,0x792b,0x078db	ORACLE	// 0x078d0: push bp // 0x078d1: mov bp, 0x2a27 // 0x078d4: test byte ptr [0x2793], 0x50 // 0x078d9: je 0x792b // 0x078db: test byte ptr [0x2793], 0x40 // 0x078e0: je 0x78e5 // 0x078e2: add bp, 0x30 //
func_7cb4	src/recomp/auto.rs	4505	fn	0x07cb4,0x07cb5,0x07cb6,0x7bb8,0x07cb9,0x27e3,0x07cbc,0x07cb	ORACLE	// 0x07cb4: push es // 0x07cb5: push di // 0x07cb6: mov si, 0x7bb8 // 0x07cb9: mov al, byte ptr [0x27e3] // 0x07cbc: cwde // 0x07cbd: shl ax, 5 // 0x07cc0: add si, ax // 0x07cc2: les di, ptr [0x5221] 
func_8269	src/recomp/auto.rs	4610	fn	0x08269,0x0826a,0xa3e,0x0826f,0x8293,0x08271,0xa2a,0x08274,0	ORACLE	// 0x08269: push ax // 0x0826a: test byte ptr [0xa3e], 1 // 0x0826f: je 0x8293 // 0x08271: mov ax, word ptr [0xa2a] // 0x08274: cmp ax, word ptr [si] // 0x08276: jl 0x8293 // 0x08278: sub ax, word ptr
func_8295	src/recomp/auto.rs	4679	fn	0x08295,0x08296,0xa3e,0x0829b,0x82c0,0x0829d,0xa2a,0x082a0,0	ORACLE	// 0x08295: push ax // 0x08296: test byte ptr [0xa3e], 1 // 0x0829b: je 0x82c0 // 0x0829d: mov ax, word ptr [0xa2a] // 0x082a0: cmp ax, word ptr [bp] // 0x082a3: jl 0x82c0 // 0x082a5: sub ax, word ptr
func_9510	src/recomp/auto.rs	4753	fn	0x09510,0x09511,0x09512,0x2793,0x09515,0xff0f,0x09518,0x0951	ORACLE	// 0x09510: push bx // 0x09511: push dx // 0x09512: mov ax, word ptr [0x2793] // 0x09515: and ax, 0xff0f // 0x09518: test ax, 2 // 0x0951b: jne 0x9544 // 0x0951d: mov bx, 1 // 0x09520: mov dx, word pt
func_963f	src/recomp/auto.rs	4845	fn	0x0963f,0x09640,0x09641,0x09642,0x2a1b,0x09645,0x09648,0x096	ORACLE	// 0x0963f: push ax // 0x09640: push cx // 0x09641: push bp // 0x09642: mov bp, 0x2a1b // 0x09645: mov cx, 6 // 0x09648: mov word ptr [bp], 0 // 0x0964d: add bp, 0x18 // 0x09650: loop 0x9648 // 0x0965
func_98b9	src/recomp/auto.rs	4899	fn	0x098b9,0x098bb,0x098bd,0x098bf,0x098c1,0x098c2,0x098c3,0x09	ORACLE	// 0x098b9: push eax // 0x098bb: push ebx // 0x098bd: push ecx // 0x098bf: push ebp // 0x098c1: push ds // 0x098c2: push es // 0x098c3: push si // 0x098c4: push di // 0x098c5: mov ax, gs // 0x098c7: m
func_9b04	src/recomp/auto.rs	5197	fn	0x09b04,0x09b05,0x09b06,0x09b07,0x09b0a,0x5235,0x09b0e,0x9b4	ORACLE	// 0x09b04: push ax // 0x09b05: push bx // 0x09b06: push di // 0x09b07: mov ax, word ptr [bp + 0x24] // 0x09b0a: cmp ax, word ptr [0x5235] // 0x09b0e: jl 0x9b44 // 0x09b10: cmp ax, word ptr [0x5237] /
func_9f80	src/recomp/auto.rs	5303	fn	0x09f80,0x1fb5,0x09f83,0x09f85,0x09f87,0x09f89,0x09f8b,0x09f	ORACLE	// 0x09f80: mov bx, 0x1fb5 // 0x09f83: add bx, ax // 0x09f85: add bx, ax // 0x09f87: add bx, ax // 0x09f89: add bx, ax // 0x09f8b: mov bx, word ptr [bx] // 0x09f8d: ret
func_a117	src/recomp/auto.rs	5335	fn	0x0a117,0x0a118,0x0a119,0x2751,0x0a11f,0xa131,0x0a121,0x0a12	ORACLE	// 0x0a117: push ds // 0x0a118: push si // 0x0a119: test byte ptr gs:[0x2751], 1 // 0x0a11f: jne 0xa131 // 0x0a121: mov cx, es // 0x0a123: mov ds, cx // 0x0a125: mov si, 0x5251 // 0x0a128: mov di, 0x5
func_a38e	src/recomp/auto.rs	5393	fn	0x0a38e,0x0a390,0xa398,0x0a392,0x5233,0x0a396,0xa3a2,0x0a398	ORACLE	// 0x0a38e: add si, ax // 0x0a390: jb 0xa398 // 0x0a392: cmp si, word ptr [0x5233] // 0x0a396: jbe 0xa3a2 // 0x0a398: xor cx, cx // 0x0a39a: xchg word ptr [0xd8c], cx // 0x0a39e: mov word ptr [0xd98],
func_a3ad	src/recomp/auto.rs	5443	fn	0x0a3ad,0xd8c,0x0a3b0,0xd90,0x0a3b4,0x0a3b6,0xa3c1,0x0a3b8,0	ORACLE	// 0x0a3ad: mov ax, word ptr [0xd8c] // 0x0a3b0: mov bx, word ptr [0xd90] // 0x0a3b4: cmp ax, bx // 0x0a3b6: jae 0xa3c1 // 0x0a3b8: add ax, cx // 0x0a3ba: add ax, 0x12 // 0x0a3bd: cmp bx, ax // 0x0a3b
func_a3d0	src/recomp/auto.rs	5498	fn	0x0a3d0,0xd90,0x0a3d4,0x0a3d6,0xd9a,0x0a3da,0x0a3dc,0xa3e4,0	ORACLE	// 0x0a3d0: les si, ptr [0xd90] // 0x0a3d4: lodsw ax, word ptr es:[si] // 0x0a3d6: sub word ptr [0xd9a], ax // 0x0a3da: add si, ax // 0x0a3dc: jb 0xa3e4 // 0x0a3de: cmp si, word ptr [0x5233] // 0x0a3e
func_a40b	src/recomp/auto.rs	5576	fn	0x0a40b,0xd5f,0x0a411,0xa419,0x0a413,0x0a419	ORACLE	// 0x0a40b: cmp byte ptr gs:[0xd5f], 0 // 0x0a411: je 0xa419 // 0x0a413: cmp byte ptr gs:[0xd5f], 1 // 0x0a419: ret
func_a634	src/recomp/auto.rs	5603	fn	0x0a634,0x0a635,0x0a636,0x0a638,0x0a63a,0xb17,0x0a63f,0x0a64	ORACLE	// 0x0a634: push ax // 0x0a635: push ds // 0x0a636: mov ax, gs // 0x0a638: mov ds, ax // 0x0a63a: test byte ptr [0xb17], 1 // 0x0a63f: pop ds // 0x0a640: pop ax // 0x0a641: ret
func_a734	src/recomp/auto.rs	5639	fn	0x0a734,0xd8c,0x0a738,0xd9a,0x0a73c,0x0a73d	ORACLE	// 0x0a734: add word ptr [0xd8c], ax // 0x0a738: add word ptr [0xd9a], ax // 0x0a73c: clc // 0x0a73d: ret
func_a73e	src/recomp/auto.rs	5663	fn	0x0a73e,0xd60,0x0a744,0xd62,0x0a74a,0xd64,0xffff,0x0a750,0xd	ORACLE	// 0x0a73e: mov word ptr [0xd60], 0 // 0x0a744: mov word ptr [0xd62], 0 // 0x0a74a: mov word ptr [0xd64], 0xffff // 0x0a750: mov word ptr [0xd66], 0xffff // 0x0a756: ret
func_a744	src/recomp/auto.rs	5687	fn	0x0a744,0xd62,0x0a74a,0xd64,0xffff,0x0a750,0xd66,0x0a756	ORACLE	// 0x0a744: mov word ptr [0xd62], 0 // 0x0a74a: mov word ptr [0xd64], 0xffff // 0x0a750: mov word ptr [0xd66], 0xffff // 0x0a756: ret
func_a757	src/recomp/auto.rs	5709	fn	0x0a757,0xa7e,0x0a75a,0xd8e,0x0a75d,0xd92,0x0a760,0x0a762,0x	ORACLE	// 0x0a757: mov ax, word ptr [0xa7e] // 0x0a75a: mov word ptr [0xd8e], ax // 0x0a75d: mov word ptr [0xd92], ax // 0x0a760: xor ax, ax // 0x0a762: mov word ptr [0xd8c], ax // 0x0a765: mov word ptr [0xd
func_a7e6	src/recomp/auto.rs	5748	fn	0x0a7e6,0x0a7e7,0x0a7e8,0x0a7e9,0x0a7ea,0x0a7eb,0x0a7ec	ORACLE	// 0x0a7e6: push ds // 0x0a7e7: pop es // 0x0a7e8: movsw word ptr es:[di], word ptr [si] // 0x0a7e9: movsw word ptr es:[di], word ptr [si] // 0x0a7ea: movsw word ptr es:[di], word ptr [si] // 0x0a7eb:
func_aabc	src/recomp/auto.rs	5791	fn	0x0aabc,0x0aabe,0x0aac0,0x0aac2,0x0aac4,0x0aac6,0xaaea,0x0aa	ORACLE	// 0x0aabc: xor ah, ah // 0x0aabe: mov bx, si // 0x0aac0: xor cx, cx // 0x0aac2: mov al, byte ptr [bx] // 0x0aac4: or al, al // 0x0aac6: jns 0xaaea // 0x0aac8: add al, al // 0x0aaca: mov cl, byte ptr 
func_ad96	src/recomp/auto.rs	5981	fn	0x0ad96,0x0ad99,0xada9,0x0ad9b,0x0ad9e,0x140,0x0ada2,0x0ada5	ORACLE	// 0x0ad96: dec byte ptr [bp - 6] // 0x0ad99: je 0xada9 // 0x0ad9b: mov di, word ptr [bp - 8] // 0x0ad9e: add di, 0x140 // 0x0ada2: mov cx, word ptr [bp - 0xa] // 0x0ada5: mov word ptr [bp - 8], di //
func_b75c	src/recomp/auto.rs	6029	fn	0x0b75c,0x0b75d,0x0b75e,0x252f,0x0b763,0xb785,0x0b765,0x2527	ORACLE	// 0x0b75c: push ax // 0x0b75d: push bx // 0x0b75e: test byte ptr [0x252f], 1 // 0x0b763: je 0xb785 // 0x0b765: mov ax, word ptr [0x2527] // 0x0b768: cmp ax, 0x41 // 0x0b76b: je 0xb77e // 0x0b76d: add
func_1d94	src/recomp/auto.rs	6138	fn	0x01d94,0x01d95,0x01d96,0x01d97,0x01d98,0x01d9a,0x01d9b,0x01	ORACLE	// 0x01d94: push es // 0x01d95: push di // 0x01d96: push ds // 0x01d97: push si // 0x01d98: push fs // 0x01d9a: push cx // 0x01d9b: push bp // 0x01d9c: les di, ptr gs:[0xabc] // 0x01da1: lds si, ptr g
