# addr,name,comment
# addr forms: 0xNNNNN = file offset | SEG:OFF = relative seg:off | DS:0xNNNN = DS-relative | IMG:0xNNNN = image offset
0x000600,entry,MZ entry point; sets DS/SS=0x0ce2 SP=0x7e78
0x009C3D,ship_3d_depth_scale_div,"UNSIGNED div: scale = 0x8000000>>7 = 0x100000 divided by the >>15 depth, stored at [bp+0x2A]. Contrast 0x9C6F which divides the SAME depth with a SIGNED idiv -- the projector deliberately treats depth as unsigned for the scale reciprocal and signed for the screen axes, after the 0x9C29 'if negative add 0x10000' fixup"
0x009C6F,ship_3d_screen_axis_idiv,"SIGNED idiv (cdq; idiv ecx) of the >>7 dot-product row by depth, then ADD AX,0xA0 (x) / 0x64 (y) for the 320x200 centre. Port project_ship_3d_axis: Rust / on i32 is signed truncating, matching idiv, and the centre add wraps in 16 bits"
DS:0x4F09,nav_destination_points,"NAV-DESTINATION POSITION TABLE - exactly TEN records of three i16 (x,y,z), stride 6, spanning DS:0x4F09..0x4F44. All ten are IDENTICAL: (10200,12100,900). CORRECTION 2026-07-24: the 0x9B98 label previously said '11 x identical' -- it is 10. Offset 60 (DS:0x4F45) is already the ANGLE/TRIG table, so the projector's ELEVENTH iteration reads (16384,0,16374) = the first cosine/sine entries, not a position. Confirmed in the shipped EXE at file 0x12329 AND in live interpreter memory"
0x009CF5,ship_3d_projector_loop_advance,"Projector loop tail: pop bx; add bx,6; jmp 0x9BBA. With [0x2F77] seeded 0x0B at 0x9BB4 and DEC/JS at 0x9BBA, the counter takes 0x0A..0x00 = ELEVEN iterations while bx walks 0x4F09+6k for k=0..10. The position table has only TEN entries, so k=10 over-reads into DS:0x4F45. Entity index is 0x6212+((i+0x15)<<5) and i DESCENDS, so the over-read pairs with entity 0x15 (the LOWEST), not the highest. Whether this is intended or an off-by-one is NOT established -- it is moot in every state reached so far because the draw is gated on the entity's active bit7"
0x00B70E,ship_3d_plane_copy_mapmask_all,"out 0x3C4, ax=0x0F02 -- VGA SEQUENCER map-mask register (2) = 0x0F, i.e. ALL FOUR planes write-enabled, immediately before the band copy"
0x00B732,ship_3d_plane_copy_write_mode1,"Puts the VGA GRAPHICS CONTROLLER into WRITE MODE 1 (latch copy): out 0x3CE,5 selects the Graphics Mode register, IN AL,0x3CF reads it, AND AL,0xFC / OR AL,1 forces mode 1, and 0xB752 restores the saved value. In write mode 1 each MOVSB copies the 32 bits held in the four plane latches, so one byte moved = FOUR pixels. CONSEQUENCE for the port: combined with the 0x0F map mask at 0xB70E this copy is exactly equivalent to a LINEAR memcpy of 4x the byte count -- the planar layout is a bandwidth technique here, not a visual one, and reproducing it faithfully needs NO planar video model"
DS:0x7362,square_caps_char_map,"SQUARE-CAPITALS font: 176-byte CP437 -> glyph-index xlat (0xff = no glyph). Selected by the text-measure routine 0x30CD when AX==0 (AX!=0 picks the thin built-in font at DS:0x7802). FOLDS CASE -- 'a' and 'A' both map to glyph 0 -- and carries SPACE as glyph 47, so callers need no upper-casing or space special case"
DS:0x7412,square_caps_widths,"SQUARE-CAPITALS per-glyph advances, 48 bytes indexed by glyph. Summed by 0x30CD (`add dl,[di+glyph]`) with `sub ax,2` at 0x30FE for the trailing gap. Typical 10, 'I'=3, 'M'=11"
DS:0x7442,square_caps_glyphs,"SQUARE-CAPITALS glyph bitmaps, file 0x14862. 48 glyphs at a 20-BYTE STRIDE: 8 rows of u16 BIG-ENDIAN followed by 4 zero bytes. This is the face the port previously HARVESTED FROM SCREENSHOTS (25 of 48 cells, one of them -- '4' -- mis-read); it was in the binary all along, reachable from the 0x30CD font selector"
0x00668D,vm_a6_store_voice_selector,"A6 handler: LODSB reads b3 (the voice selector), CBW SIGN-EXTENDS it, and it is stored as a WORD at DS:0x1FAB. 0x11F2 then forms the active line id as [0x1FAB]+9 -> gs:0x6788. NOTE for the port: this makes b3 a LINE IDENTIFIER input, not a one-based talk-clip index -- vm.rs text_selector_voice_clip_index models the latter and is an open suspect"
0x006693,vm_a6_accept_clears_active_bit,"TEST CL,1 (b4 bit0 = preserve-active): when clear, AND byte [si+1],0x7F clears bit7 of b5 IN THE COD STREAM itself, so an accepted line will not re-display. Self-modifying script data -- the port models it as text_flags_after_accept"
0x009D10,dlg_line_id_scene_dispatch,"SEG 0x971:0. Consumer of the active line id gs:0x6788 (called from 0x1EDD with ax=[0x6788]). Re-reads it at 0x9D1D, rejects negative (js), branches on [0x1FB2]&1 and on specific ids (cmp ax,0x1D at 0x9D2F). The work it does is GRAPHICS, not audio: at 0x9D80..0x9DAA it raises the palette-refresh gates [0x5B53]/[0x5B57] and [0xAE1], loads the buffer far-ptr [0x5229], and calls 0x1ce:0x91d (unpack), then lowers them. TRACED 2026-07-24 with NO sound call on this path || ALSO RECORDED as `render_dispatch_6788`: render dispatch: [0xdb8]=0; ax=[0x6788]; if negative skip; test [0x1fb2],1. Core per-frame render dispatch keyed on the 0x6788 object/scene index (called 8x) || MERGED 2026-07-25 (#186): one address, several names, folded by union."
0x0077A9,music_voc_name_patcher,"Patches the MUSIC filename into the `mu\\xxxxxxxx.voc` template at DS:0x0D2C, writing the 8-char name field at DS:0x0D30. Copies from ds:si uppercasing (cmp al,0x61 / and al,0xDF), stopping at space, control or a high-bit byte; sets gs:0xBA1 if any character CHANGED and gs:0xBA0 if the name was identical, so the caller can skip a reload. RESOLVED 2026-07-24: this is MUSIC, not dialogue voice -- all 44 files in BLOOD.DAT's mu/ are track names (angst, blintr, credits, croolrap, tablo2, generik...) and NONE is a character name. Dialogue voices come from the son.snd bank instead (loader 0xC005, handle DS:0x0C47)"
DS:0x1FAB,vm_a6_selector_b3_store,"COMPLETE reference set (2026-07-24, byte-searched): ONE write of the A6 selector b3 (0x668D lodsb / cbw / mov gs:[0x1fab],ax), THREE resets to 0xFFFF (mov word [0x1fab],0xffff at ~0x1A64, 0xB460, 0xB529), and exactly ONE READ -- 0x11F2 `mov ax,[0x1fab]; add ax,9` forming the active line id gs:0x6788. Nothing indexes a sound table from it. So the stored b3 feeds the LINE/SCENE id and nothing else; vm.rs text_selector_voice_clip_index treating b3-1 as a son.snd talk-clip index has no counterpart here"
0x00B8AB,chatter_clip_picker,"AMBIENT CHATTER voice picker (NOT the dialogue-line voice path). mov ax,0xA; lcall 0x1ce:0xb02 -> prng(10); cmp with the last value at DS:0x0C4D and JE back to the roll, i.e. RE-ROLL UNTIL DIFFERENT; then store it and `add ax,7` so the clip index is prng(10)+7, played via 0xB8CD -> the clip table DS:0x0BBF indexed by clip*4. Gated on [0xCFB]&1 and [0xB2F]==0, which it then sets to 4. The port models this in main.rs (BloodPrng + re-draw-until-different)"
DS:0x0CDB,snd_driver_play_vector,"INDIRECT far-call vector for sound playback: every site that plays a clip does `lcall [0x0CDB]` (0xB915, 0xB979, 0xB9D9, 0xBA18, 0xBC47, 0xBCFC). A byte search finds SIX READS AND NO WRITER anywhere in BLOODPRG.EXE, so the vector is filled at runtime by an EXTERNAL SOUND DRIVER -- the game ships driver patterns *MID / *SBP / *GRV at DS:0x023E/0x0248/0x024D. CONSEQUENCE for the port: the trace from a clip index to audible output ENDS at this boundary; what must be faithful is the clip INDEX and the bank layout (table DS:0x0BBF, clip*4 -> {offset,len}), not driver internals. Companion vector DS:0x0CDF (read once at 0xBBA8) is the stop/reset entry"
DS:0x0CFB,dlg_voice_trigger_flag,"THE DIALOGUE-VOICE TRIGGER. Complete reference set (byte-searched): SET to 1 at 0x66AF by the A6 handler when it accepts a line (itself gated on gs:0x67B9&1), CLEARED at 0x129C and at 0x94CF (reveal complete), and TESTED at 0xB898 -- the clip picker's gate. One setter, one tester. So an accepted dialogue line is what makes the game play voice, and the clip it plays is prng(10)+7 with no immediate repeat (0xB8AB..0xB8BC). There is NO per-line or per-selector clip choice anywhere in the executable: the A6 selector b3 has exactly one reader (0x11F2) and it forms the line id, and the clip table DS:0x0BBF has only three users (chatter lookup 0xB8F8, player 0xBA22, loader 0xC041)"
DS:0x1FB5,dlg_line_asset_table,"PER-LINE ASSET TABLE -- the mechanism behind talk-clip selection. Indexed by the LINE ID (= sign_extend(A6 b3) + 9, formed at 0x11F2) with a 4-BYTE STRIDE; the asset id is the word at entry+2 (0x9D65: mov bx,ax; shl bx,2; add bx,0x1FB5; mov si,[bx+2]). 0xFFFF means NO asset (0x9D71 cmp si,-1). If the id equals the currently loaded one cached at DS:0x1FA3 the reload is SKIPPED (0x9D76); otherwise it is cached and unpacked with the palette gates 0x5B53/0x5B57 raised, buffer far-ptr [0x5229], lcall 0x1ce:0x91d"
DS:0x1FAF,dlg_line_asset_write_cursor,"Write cursor for the per-line asset table, seeded at 0x7447: `mov bx,0x1FB5; add bx,0x26; mov [0x1FAF],bx`. 0x26 = 38 is exactly the entry for b3 = 0 -- line id 9, so 9*4 + 2. That pins the indexing: the table is populated from the b3=0 entry upward, so the effective per-line index is b3 ITSELF (0-based), not b3-1. NOTE this contradicts vm.rs text_selector_voice_clip_index, which computes b3-1 AND treats b3=0 as silent"
DS:0x1FA3,dlg_current_asset_id,"Currently-loaded per-line asset id; compared at 0x9D76 to skip a redundant unpack, set at 0x9D7C"
0x007444,dlg_asset_index_load_and_find,"Seeds the per-line asset table's write cursor (mov bx,0x1FB5; add bx,0x26 -> DS:0x1FAF, the b3=0 entry), then loads a NAMED INDEX and searches it. Load: int21 3D00 open, 3F00 read 2 bytes into DS:0x0AAE (the record COUNT), then read count*0x12 bytes into the far buffer at DS:0x0ABC -- so the index is 18-BYTE RECORDS. Search (0x7489..0x74A8): byte-compare each record's name against es:di, `add si,0x12` to step records and `dec [0x0AAE]` to count down; a match falls through to an lseek (int21 4200) using the record's offset, and exhaustion returns AX=0. This is the by-name asset directory the dialogue path resolves through"
DS:0x0AAE,dlg_asset_index_count,"Record count of the 18-byte named asset index, read from the file's first 2 bytes at 0x746F and used as the search countdown at 0x74A3"
DS:0x0ABC,dlg_asset_index_buffer,Far pointer to the loaded 18-byte-record named asset index (read target at 0x7481)
0x007684,dlg_line_asset_table_fill,"THE FILL for the per-line asset table (completes the chain from A6 b3). di = the cursor gs:[0x1FAF], which 0x7447 seeded at 0x1FB5+0x26 -- i.e. already AT entry+2, exactly where the reader 0x9D6E looks. Per source byte: LODSB + CBW; if NEGATIVE store the sign-extended value unchanged (so 0xFF becomes 0xFFFF, the 'no asset' sentinel the reader tests at 0x9D71); otherwise store (byte-1)*16 (DEC AX; SHL AX,4). Then STOSW + `add di,2` advances a full 4-byte stride to the next entry's +2. The *16 means the stored id is a BYTE OFFSET into a 16-byte-stride NAME TABLE -- the same stride as the sprite filename table at DS:0x0669 -- so a per-line asset is a filename reference, not an ordinal"
DS:0x1FAD,dlg_line_second_cursor,"A second write cursor advanced by 0x1A (26) per record at 0x76A2, filled from the same source stream immediately after the asset id at 0x769D. A 26-byte-stride per-line record parallel to the 4-byte asset table"
0x00766F,dlg_line_record_parser,"PER-LINE RECORD PARSER — the source of the per-line asset table. Reads one record from ds:si and fans it into THREE destinations: (1) a NAME copied to DS:0x24C6 (0x766F..0x767E, LODSB with a js/cmp 0x20 terminator like the other name copiers); (2) the ASSET ID at 0x7684, stored as (byte-1)*16 or a sign-extended passthrough, through the cursor DS:0x1FAF into the 4-byte-stride table DS:0x1FB5; (3) a further field at 0x769D through the cursor DS:0x1FAD, which advances 0x1A (26) bytes per record. Immediately preceded at 0x7667 by `mov ax,1; lcall 0xb1b:0x855` — the SND bank loader with AX!=0, the mode that preserves the table and may write son.snd"
0x00665A,vm_a6_already_shown_gate,"TEST word es:[di+2],0x8000 / JNE 0x67A0 -- the per-line ALREADY-SHOWN gate. di = gs:[0x6724] + line_index (0x660D..0x6613), so the flag word lives at the line record +2 and bit 15 suppresses redisplay. Ported as text_line_already_shown / TEXT_LINE_ALREADY_SHOWN_FLAG"
0x006664,vm_a6_talk_field_lookup,"Computes the TALK field offset the way the game does rather than hardcoding it: AX = 0x13<<4 + 1 = 0x131, then MOV AL,gs:[bx+0x6D60] reads the FIELD-OFFSET MATRIX (selector 0x13, kind slot 1). In the shipped image that byte is 0x3A, which is exactly vm.rs TALK_FIELD. The value is then used as MOV DX,es:[bx+di]; CMP DX,0xC4 (OP_ACTOR) to gate on an active presentation record"
0x006D01,vm_c4_write_record_entry,"THE 3-WORD RECORD WRITE, reached from the 0xC4 handler 0x6C7E after its guard chain 0x6CC3..0x6CFC: MOV word es:[bp],0xC4 (+0 opcode) / MOV word es:[bp+2],bx (+2 related) / MOV word es:[bp+4],0 (+4 zero). The guard-failed path falls to 0x6D13 which calls 0x6462 (vm_branch). Counterpart of vm.rs write_record_entry; the same +0/+2/+4 layout the 0xC9 clear at 0x6FC2 zeroes"
DS:0x24C6,dlg_record_name_buffer,"Name buffer the per-line record parser 0x766F fills (mov di,0x24C6 then a LODSB/STOSB copy). EXACTLY ONE reference in the image -- that write. Nothing reads it by immediate address, so its consumer must receive the pointer; the buffer cannot be traced statically from here"
DS:0x0DC7,fd_path_template_array,"`fd\\` path template followed by an ARRAY of 13-byte name slots (12 placeholder chars + NUL): slot 0 at DS:0x0DCA, slot 1 at DS:0x0DD7, stride 13. Slots hold unpatched 'xxxxxxxxxxxx' until a name is written in, the same patch-in-place scheme as mu\\xxxxxxxx.voc at DS:0x0D2C (patcher 0x77A9). LIVE EVIDENCE (runtime_boot DLGTABLE, hub savestate): the per-line asset table DS:0x1FB5 holds 0x0DD7 at +2 for lines 8..23, i.e. a POINTER to slot 1 of this array. fd files are the location BACKGROUNDS (chart.fd, frigo.fd, orx.fd), which fits the 0x9D10 dispatcher doing palette/unpack work"
DS:0x6F18,vm_opcode_desc_table,"THE OPCODE LENGTH/MODE TABLE. 96 two-byte entries for opcodes 0xA0..0xFF, indexed by vm_token_advance 0x62B6 as bp = 0x6F18 + (opcode-0xA0)*2. Entry byte +1 (b1) with bit7 SET marks a sentinel: 0xFF sets mode gs:[0x67AD]=1, 0xFE clears it, 0xFD/0xFB take an optional inline 0xA1 prefix (+1 length). Otherwise the token length is entry[mode] -- b0 in mode 0, b1 in mode 1. DATA-VERIFIED 2026-07-24: byte-identical to vm.rs OPCODE_DESC, all 96 entries, zero mismatches"
DS:0x672C,vm_object_directory_far_ptr,"Far pointer to the OBJECT DIRECTORY that vm_record_lookup_by_threshold 0x6034 walks: 20-byte (0x14) stride, object NAME at +0x00 and the object's BASE RECORD OFFSET at +0x10, entries in ascending +0x10 order. Live dump (runtime_boot DLGTABLE, hub savestate): names ab/ab/bl/Bo/Bu/Ul/po/Ev (baby1, baby, blood, ..., porte_cles) with bases 0, 0x14, 0x28, 0x4A, 0x92, 0xDA, 0x122, 0x16A. 0x6034 returns the greatest base STRICTLY LESS THAN its AX input -- i.e. which object OWNS a given record offset. Ported as ExecutionContext::owner_object_offset"
0x005D8F,vm_post_update_c4_pair,"POST-UPDATE actor-pair step. CMP AX,0xC4 gates on an actor record; reads the record's THIRD word ds:[bp+4] and proceeds only when it is ZERO and gs:0x67B6 bit0 is CLEAR (0x5D9A..0x5DA6), then NOT AX / MOV ds:[bp+4],AX writes 0xFFFF as a PROCESSED MARKER (0x5DAA..0x5DAC) so the pair is handled once. Follows ds:[bp+2] to the related record (di); the 0x5DB0..0x5E06 block is SYMMETRIC -- whichever of {owner si, related di} has kind 1, the OTHER partner's selector-8 ENCOUNTER COUNTER is INCd (resolved against that other partner's kind, so kind 2 / offset 0x36), bit15 of the OWNER's [si+2] is set, gs:0x6798 = the bumped record and vm_cod_scan 0x739B runs. Both paths then fall to 0x5E09's C4 write. Port: vm.rs post_update_execution_state + post_update_encounter_counter -- VM_PRESENTATION_PAIR_WRITE_DISABLED = 0x67B6 confirmed here || MERGED 2026-07-25 (audit-fixes #130), also recorded as: post-update C4 pair path: marks primary aux 0xffff and writes reciprocal selector-0x13 C4 record"
0x005E22,vm_post_update_c6_branch,"POST-UPDATE branch for 0xC6 records (inside OP_RECORD_ENTRY_MIN..MAX = 0xC5..0xC8). A small state machine over gs:0x2792 (phase counter), gs:0x2A7B and gs:0x278B: phase 0 with [0x2A7B]==1 bumps the phase, sets [0x278B]=8 and calls 0x299:0x1241 with AX=4; the next pass (phase 1, [0x278B] cleared) bumps again, clears [0x2A7B]/[0x278A] and writes gs:[0x6788] = 0x2C -- i.e. it TRIGGERS A SPECIFIC LINE by setting the active line id directly, the same variable the A6 handler forms from b3+9. Falls through to a gs:0x1FB2 test at 0x5E7E, the gate vm.rs models as C2_PRESENTATION_GATE"
DS:0x67AD,vm_query_set_mode_flag,"The VM query/set MODE flag (0 = mode 0, 1 = mode 1). SEVEN writers, enumerated by byte search 2026-07-24: 0x62DD sets 1 and 0x62EC sets 0 from the OPCODE_DESC sentinels 0xFF/0xFE in vm_token_advance; 0x6473 resets it to 0 inside vm_branch; 0x6559 is the 0xA0 PUSH handler (set 1) and 0x6572 the 0xA1 POP handler (set 0); 0x6839 sets 1 inside the 0xA9 handler; and 0x540D writes it from AL in the record ladder. IMPORTANT for the port: vm.rs walk is a STATIC decoder and tracks only the two SENTINEL writers, so its mode can diverge from the runtime value after a branch or an A9 -- and token LENGTH is mode-dependent, so a wrong mode desyncs the walk"
0x006C5D,vm_c1_write_record,"0xC1 record write: MOV word es:[bp],0xC1 / MOV AX,gs:[0x6736] / MOV es:[bp+2],AX / MOV word es:[bp+4],2. Note TWO differences from the C4..C8 writers -- the related word comes from the stored operand gs:0x6736 rather than BX, and the third word is 2, not 0. Ported as vm.rs write_c1_record_state_mode0"
0x006F4B,vm_c3_write_record_link,"0xC3 record-LINK write: MOV word es:[bp],0xC3 / MOV es:[bp+2],BX / MOV word es:[bp+4],1. The third word is 1, unlike the 0 that C4..C8 write. Ported as vm.rs write_record_link -- a separate function precisely because of this"
GS:0x6D60_SEL05,vm_field_selector_05,"Field selector 0x05 -- defined for KIND 1 ONLY, offset 0x1E. Used at 0x60A8: `add si,ax` then `mov cx,0xA; xor bx,bx; lodsw...` -- it addresses the base of a TEN-WORD ARRAY that is iterated. Not modelled in the port"
GS:0x6D60_SEL08,vm_field_selector_08,"Field selector 0x08 = the ENCOUNTER COUNTER -- KIND 2 ONLY, offset 0x36. CORRECTION: the row is `00 36 00 ...` and vm_field_offset's BSF makes column 1 the kind whose lowest set bit is bit1, i.e. kind VALUE 2 (an earlier note here read the column index as the kind and called it kind 1). Both readers agree: 0x83D4 gates `cmp word [si],2` and 0x91CE `test word [si],2`. Used twice in the post-update ladder (0x5DC4 resolving the RELATED kind then `inc [eax+edi]`, 0x5DEC resolving the OWNER kind then `inc [eax+esi]`): whichever partner is kind 1, the OTHER (kind-2) partner's counter is bumped, then `or word [si+2],0x8000` sets bit15 on the OWNER's +2. PORTED: vm.rs post_update_encounter_counter + the two filters (source_list_display_rows / source_list_text_rows)"
GS:0x6D60_SEL0D,vm_field_selector_0d,"Field selector 0x0D -- KIND 8 ONLY, offset 0x16. Used at 0x5ED9 in the 0xC6 post-update branch: `mov dx,[eax+edi]` reads it, immediately followed by resolving selector 0x0A -- the two are used as a pair. Not modelled in the port"
GS:0x6D60_SEL0F,vm_field_selector_0f,"Field selector 0x0F -- KIND 1 ONLY, offset 0x46. Used at 0x5720: resolve, `add ax,di`, `mov ax,es:[bx]`, `or ax,ax` -- a field READ with a zero test gating what follows. Not modelled in the port"
GS:0x6D60_SEL00,vm_field_selector_00_flags,"Field selector 0x00 resolves to offset 0x02 for EVERY kind (0..10) -- the per-record FLAGS/ACTIVE word. This is what makes the port's hardcoded `state[owner+2] & 1` active test safe: it is a matrix INVARIANT, not a kind-1 assumption. Contrast selector 0x11 (LOCATION_FIELD), which varies 0x06/0x18/0x16/0x14/0x04 by kind and where hardcoding IS an assumption"
0x006023,vm_field_offset,"FIELD-OFFSET RESOLVER, fully decoded: SHL AX,4 (selector*16) then BSF BX,BX -- BIT SCAN FORWARD on the kind -- then ADD BX,AX and MOV AL,gs:[bx+0x6D60]. So the KIND IS A BITMASK and the matrix column is the index of its LOWEST SET BIT, not the kind value: column k corresponds to kind value 2^k (column 8 = kind 0x100). vm.rs vm_field_offset models this exactly with kind.trailing_zeros(), and its `if kind == 0 { None }` guard matches BSF leaving the destination undefined for a zero source || MERGED 2026-07-25 (audit-fixes #130), also recorded as: helper: returns GS:0x6D60[selector*16 + bsf(kind)] as a kind-specific record-field offset"
0x0083DF,vm_list_filter_on_seen_counter,"List filter: `cmp word [si+0x36],0 / je skip` then `cmp [si+0x18],bx / je skip`. +0x36 is the selector-8 ENCOUNTER COUNTER and +0x18 the selector-0x11 LOCATION field -- both KIND-2 columns (FIELD_OFFSETS[8][1]=0x36, FIELD_OFFSETS[0x11][1]=0x18), matching this loop's `cmp word [si],2`. bx = gs:0x6758 = the built-in object Ark, so an object is included only when its counter is NONZERO and it is NOT aboard the Ark. Composer: the status text block at 0xE18 (PLANET:/SHIP:/BLACK HOLE: header from DS:0x12E/0x137/0x13E + the location name, then LIFE SUPPORT: DS:0x14B and this roster, UNKNOWN DS:0x16C when empty). PORTED: vm.rs source_list_text_rows"
0x0091DB,vm_list_draw_filter_on_seen_counter,"List DRAW loop: `cmp word [si+0x36],0 / je next` skips objects whose selector-8 counter is zero, else `add si,4`, `lcall 0x299:0x202` (draw) and `add dx,0xA` to step one row. So the counter incremented by the post-update ladder at 0x5DCE/0x5DF6 decides whether an object APPEARS IN A DISPLAYED LIST. The counter is a KIND-2 field (FIELD_OFFSETS[8][1]=0x36), consistent with this loop's `test word [si],2`. PORTED: vm.rs source_list_display_rows"
0x0091C3,vm_source_list_draw_loop,"SOURCE-LIST DRAW LOOP over gs:0x6886 (the list 0x4DA:0xEAB builds, i.e. the 0x624B nav-source build). Walks word entries until the 0xFFFF terminator and applies THREE filters before drawing each: (1) `test word [si],2` -- the object's kind must have bit 1 set; (2) `test word [si+2],1` -- the ACTIVE bit; (3) `cmp word [si+0x36],0` -- the selector-8 SEEN COUNTER must be non-zero. Survivors get `add si,4`, `lcall 0x299:0x202` (draw) and `add dx,0xA` for the next row. The port builds this list (VmMachine::build_nav_source_list) but the three draw-time filters live in the CONSUMER, which is where the counter filter is missing"
0x009B04,ship_3d_plot_point,"Point-cloud PLOT. Signed clip against DS:0x5235/0x5237 (x) and DS:0x5239/0x523B (y) with JL/JGE. Address = y*320 built as XCHG BH,BL (y*256) + SHL DI,6 (y*64), then + x. OCCLUSION: MOV AL,es:[di] / OR AL,AL / JNE -- a point is written ONLY where the pixel is still zero, so nearer points drawn first win. Shade = 0xEF - (depth >> 12) via SHR AX,0xC / NEG AL / ADD AL,0xEF. Ported exactly as ship3d.rs plot_ship_3d_projected_point + ship_3d_projected_point_shade/offset || ALSO RECORDED as `ship_3d_projected_point_plot`: clips projected point against DS:0x5235..0x523B and writes depth shade into ES framebuffer if empty || MERGED 2026-07-25 (#186): one address, several names, folded by union."
DS:0x2FC1,ship_3d_point_cloud_table,"POINT-CLOUD table for the starfield: 1000 records (cx = 0x3E8 at 0x9A1D) of EIGHT bytes each, read as two LODSD per iteration at 0x9A34 into the scratch di[0]/di[4]. LAYOUT IDENTITY: 0x2FC1 + 1000*8 = 0x4F01, exactly the scratch buffer address the same projector uses -- so the table occupies DS:0x2FC1..0x4F01 with no gap. Each record's first three words are x/y/z (camera origin DS:0x2F65/67/69 is subtracted at 0x9A3F..0x9A47); the fourth word is not used by the projector"
DS:0x6EB0,vm_handler_table,"VM opcode HANDLER table, indexed by vm_dispatch 0x5627 as `call gs:[bx+0x6EB0]` with bx=(opcode-0xA0)*2. LAYOUT IDENTITY fixes its extent: 0x6EB0..0x6F18 (where OPCODE_DESC begins) is 104 bytes = 52 entries, i.e. opcodes 0xA0..0xD3 -- and the last entry (0xD3) is NULL (0x0000), so the highest dispatched opcode is 0xD2 (its handler offset 0x1118 corresponds to file 0x64B8, the script-profile request). CONSEQUENCE: the VM executes only 0xA0..0xD2, while OPCODE_DESC describes 96 opcodes 0xA0..0xFF -- the remaining 45 entries exist purely so the token walker can compute LENGTHS for non-executable data tokens"
DS:0x6212,vm_entity_table,"Entity records, 32 bytes each. LAYOUT IDENTITY bounds the count: 0x6212 + 32*32 = 0x6612, exactly the dirty-rect list, so there are exactly 32 entities (0x00..0x1F). That is why the nav projector 0x9B98 iterates the LAST ELEVEN (0x15..0x1F)"
DS:0x5D98,ship_3d_hud_pyramid_vertices,"32 pyramid HUD vertices, (x,y,z) i16, stride 6. DELIBERATE ALIAS, confirmed by probe: these 192 bytes are ALSO palette colours 192..255 of the DAC buffer at DS:0x5B58 (0x5B58 + 576 = 0x5D98), and the game uses both readings -- 0x2F90 uploads all 768 bytes to the DAC while the HUD projector reads the same bytes as vertices. A live dump shows 192/192 bytes unchanged from the image, so the range is never overwritten. Grouped by 2 they are vertices; grouped by 3 they are colours. Both port constants (SHIP_3D_HUD_PYRAMID_VERTICES and GAME_SCREEN_PALETTE_DAC[576..768]) are correct"
0x0082E8_HOVER,nav_status_hover_composer,"NAV-CHART HOVER STATUS PANEL (entry 0x82E8 = nav_state_gate; composer 0x8347..0x8420). Gated by three flags ([0x27DA],[0x278A],[0x67AC] bit0) then a MOUSE HIT-TEST of [0xA2A]/[0xA2C] against the widget rect at DS:0x65F2+8 -> [0x27E2] |= 1. Composes a CR-separated, NUL-terminated text block at 0xE18: header DS:0x12E `PLANET: ` / DS:0x137 `SHIP: ` (kind==0x10) / DS:0x13E `BLACK HOLE: ` (kind&0x100) chosen from the CURRENT LOCATION object fs:[arche+0x16]; then that object's INLINE NAME at +4; then DS:0x14B `LIFE SUPPORT:`; then the roster (0x624B source list filtered by 0x83D4..0x83E8). PORTED: vm.rs location_status_block"
0x0083FF,dead_unknown_fallback,"DEAD CODE: the `UNKNOWN` (DS:0x16C) fallback of the status composer. 0x83FD is an UNCONDITIONAL `jmp 0x840E` that skips it, and a whole-image relative-branch scan (re/tools/find_jump_target.py 0x83FF) finds ZERO branches to 0x83FF; `be 6c 01` (mov si,0x16C) occurs exactly once, here. So the shipped composer never emits UNKNOWN -- do not port it"
DS:0x65F2,nav_hover_widget_descriptor,"widget descriptor the status-hover gate reads: +0 byte flags (bit0 must be set, 0x830D), +8 the hit-test RECT as x,w,y,h words (0x8318..0x832D compares against mouse [0xA2A]/[0xA2C])"
OBJ:+0x04,object_inline_name,"An object record's NAME, NUL-terminated, stored INLINE at record+4. Read by both list consumers (0x8389/0x83EA `add si,4` + lodsb; 0x91E1 `add si,4` before the 0x299:0x202 draw). Verified against shipped data by re/tools/check_object_inline_names.py: 630/640 kind-1 objects in SCRIPT1..5 hold exactly their DEB name; the 10 exceptions are `blood` and `orxx` in each script, the built-ins whose record bytes the engine reuses. PORTED: vm.rs object_inline_name"
0x0090FF,location_info_panel,"ADDRESS CORRECTED 0x9100 -> 0x90FF (audit-fixes #387): 0x9100 sat inside the 4-byte `inc byte [0x2789]` at 0x90FF, and 0x2789 is the very scale variable this label names. DESTINATION INFO PANEL + its zoom FSM (state gs:0x2788, scale gs:0x2789). Opened by the selection commit 0x8FF4..0x905B (writes gs:0x27BF = the picked object, REFUSING the object you are already at via `cmp ax,es:[arche+0x16]` @0x901D; seeds the 4x4 cursor rect at gs:0x2AAB = {mouse x, mouse y, 4, 4}; [0xADA]=8 steps, [0xADB]=0; [0x2788]=1; [0x2789]=0; disables the mouse [0xA3E]=0). STATE 1 = zoom OPEN: each frame entity_draw_full + interpolate the cursor rect toward the panel rect (0x8B:0xFAD = ship_3d_interpolation_gate, which DRAWS the interpolated rect rather than storing it), CF set when done -> [0x2788]=0. STATE 0 = open: draws the window blit (0x299:0x40E with the four words at DS:0x2780 and the source handle [0xAC8]) then the text; re-enabling the mouse ([0xA3E]&1 @0x912E) starts the close. STATE 2 = zoom SHUT (0x91F1): dec [0x2789], interpolate back, then [0x2788]=0, [0x27BF]=0, [0x676A]=0. TEXT PORTED: vm.rs location_panel_rows"
