scenario	script	object	list_index	node_offset	selector_offset	selector	menu_row	choice_offset	choice	dialogue_events
script3:Bug_Deluxe:18a2:1	SCRIPT3	Bug_Deluxe	4	0x18a2	0x4387	boxing_gloves	1	0x3fb5	sport	2
script3:Bug_Deluxe:18ff:0	SCRIPT3	Bug_Deluxe	4	0x18ff	0x4395	pouch	0	0x3009	buy	2
script3:Bug_Deluxe:18ff:1	SCRIPT3	Bug_Deluxe	4	0x18ff	0x4395	pouch	1	0x3fb5	sport	2
script3:Bug_Deluxe:195a:0	SCRIPT3	Bug_Deluxe	4	0x195a	0x3fbb	handywork	0	0x3072	department	1
script3:Bug_Deluxe:195a:1	SCRIPT3	Bug_Deluxe	4	0x195a	0x3fbb	handywork	1	0x43f5	tools	1
script3:Bug_Deluxe:195a:2	SCRIPT3	Bug_Deluxe	4	0x195a	0x3fbb	handywork	2	0x43fb	robotics	1
script3:Bug_Deluxe:197a:0	SCRIPT3	Bug_Deluxe	4	0x197a	0x43f5	tools	0	0x3072	department	1
script3:Bug_Deluxe:197a:1	SCRIPT3	Bug_Deluxe	4	0x197a	0x43f5	tools	1	0x440e	screwdriver	1
script3:Bug_Deluxe:197a:2	SCRIPT3	Bug_Deluxe	4	0x197a	0x43f5	tools	2	0x441a	saws	1
script3:Bug_Deluxe:197a:3	SCRIPT3	Bug_Deluxe	4	0x197a	0x43f5	tools	3	0x441f	drills	1
script3:Bug_Deluxe:199c:0	SCRIPT3	Bug_Deluxe	4	0x199c	0x440e	screwdriver	0	0x3009	buy	2
script3:Bug_Deluxe:199c:1	SCRIPT3	Bug_Deluxe	4	0x199c	0x440e	screwdriver	1	0x3fbb	handywork	2
script3:Bug_Deluxe:19ff:0	SCRIPT3	Bug_Deluxe	4	0x19ff	0x441a	saws	0	0x3009	buy	2
script3:Bug_Deluxe:19ff:1	SCRIPT3	Bug_Deluxe	4	0x19ff	0x441a	saws	1	0x3fbb	handywork	2
script3:Bug_Deluxe:1a56:0	SCRIPT3	Bug_Deluxe	4	0x1a56	0x441f	drills	0	0x3009	buy	2
script3:Bug_Deluxe:1a56:1	SCRIPT3	Bug_Deluxe	4	0x1a56	0x441f	drills	1	0x3fbb	handywork	2
script3:Bug_Deluxe:1aa7:0	SCRIPT3	Bug_Deluxe	4	0x1aa7	0x43fb	robotics	0	0x3072	department	1
script3:Bug_Deluxe:1aa7:1	SCRIPT3	Bug_Deluxe	4	0x1aa7	0x43fb	robotics	1	0x4468	batteries	1
script3:Bug_Deluxe:1ac5:0	SCRIPT3	Bug_Deluxe	4	0x1ac5	0x4468	batteries	0	0x3072	department	2
script3:Bug_Deluxe:1ac5:1	SCRIPT3	Bug_Deluxe	4	0x1ac5	0x4468	batteries	1	0x3fbb	handywork	2
script3:Bug_Deluxe:1ac5:2	SCRIPT3	Bug_Deluxe	4	0x1ac5	0x4468	batteries	2	0x3009	buy	2
script3:Bug_Deluxe:1b1a:0	SCRIPT3	Bug_Deluxe	4	0x1b1a	0x3fc5	pharmacy	0	0x3072	department	1
script3:Bug_Deluxe:1b1a:1	SCRIPT3	Bug_Deluxe	4	0x1b1a	0x3fc5	pharmacy	1	0x4491	aspirox	1
script3:Bug_Deluxe:1b1a:2	SCRIPT3	Bug_Deluxe	4	0x1b1a	0x3fc5	pharmacy	2	0x4499	snorz	1
script3:Bug_Deluxe:1b1a:3	SCRIPT3	Bug_Deluxe	4	0x1b1a	0x3fc5	pharmacy	3	0x449f	fang_brush	1
script3:Bug_Deluxe:1b3c:0	SCRIPT3	Bug_Deluxe	4	0x1b3c	0x4491	aspirox	0	0x3009	buy	2
script3:Bug_Deluxe:1b3c:1	SCRIPT3	Bug_Deluxe	4	0x1b3c	0x4491	aspirox	1	0x3fc5	pharmacy	2
script3:Bug_Deluxe:1ba7:0	SCRIPT3	Bug_Deluxe	4	0x1ba7	0x4499	snorz	0	0x3009	buy	2
script3:Bug_Deluxe:1ba7:1	SCRIPT3	Bug_Deluxe	4	0x1ba7	0x4499	snorz	1	0x3fc5	pharmacy	2
script3:Bug_Deluxe:1c12:0	SCRIPT3	Bug_Deluxe	4	0x1c12	0x449f	fang_brush	0	0x3009	buy	2
script3:Bug_Deluxe:1c12:1	SCRIPT3	Bug_Deluxe	4	0x1c12	0x449f	fang_brush	1	0x3fc5	pharmacy	2
script3:Bug_Deluxe:1c6f:0	SCRIPT3	Bug_Deluxe	4	0x1c6f	0x3fce	leisure	0	0x4552	departments	1
script3:Bug_Deluxe:1c6f:1	SCRIPT3	Bug_Deluxe	4	0x1c6f	0x3fce	leisure	1	0x455e	video_games	1
script3:Bug_Deluxe:1c8d:0	SCRIPT3	Bug_Deluxe	4	0x1c8d	0x455e	video_games	0	0x3072	department	1
script3:Bug_Deluxe:1c8d:1	SCRIPT3	Bug_Deluxe	4	0x1c8d	0x455e	video_games	1	0x4572	Dead_Killer	1
script3:Bug_Deluxe:1c8d:2	SCRIPT3	Bug_Deluxe	4	0x1c8d	0x455e	video_games	2	0x457e	Fatal_Butcher	1
script3:Bug_Deluxe:1c8d:3	SCRIPT3	Bug_Deluxe	4	0x1c8d	0x455e	video_games	3	0x458c	Harakira	1
script3:Bug_Deluxe:1c8d:4	SCRIPT3	Bug_Deluxe	4	0x1c8d	0x455e	video_games	4	0x4595	commander_Blood	1
script3:Bug_Deluxe:1c8d:5	SCRIPT3	Bug_Deluxe	4	0x1c8d	0x455e	video_games	5	0x45a5	Streetofkarnage	1
script3:Bug_Deluxe:1c8d:6	SCRIPT3	Bug_Deluxe	4	0x1c8d	0x455e	video_games	6	0x45b5	Eat_my_liver	1
script3:Bug_Deluxe:1cb5:0	SCRIPT3	Bug_Deluxe	4	0x1cb5	0x4572	Dead_Killer	0	0x3009	buy	2
script3:Bug_Deluxe:1cb5:1	SCRIPT3	Bug_Deluxe	4	0x1cb5	0x4572	Dead_Killer	1	0x455e	video_games	2
script3:Bug_Deluxe:1d05:0	SCRIPT3	Bug_Deluxe	4	0x1d05	0x457e	Fatal_Butcher	0	0x3009	buy	2
script3:Bug_Deluxe:1d05:1	SCRIPT3	Bug_Deluxe	4	0x1d05	0x457e	Fatal_Butcher	1	0x455e	video_games	2
script3:Bug_Deluxe:1d4d:0	SCRIPT3	Bug_Deluxe	4	0x1d4d	0x458c	Harakira	0	0x3009	buy	2
script3:Bug_Deluxe:1d4d:1	SCRIPT3	Bug_Deluxe	4	0x1d4d	0x458c	Harakira	1	0x455e	video_games	2
script3:Bug_Deluxe:1d9d:0	SCRIPT3	Bug_Deluxe	4	0x1d9d	0x4595	commander_Blood	0	0x3009	buy	1
script3:Bug_Deluxe:1d9d:1	SCRIPT3	Bug_Deluxe	4	0x1d9d	0x4595	commander_Blood	1	0x455e	video_games	1
script3:Bug_Deluxe:1dcd:0	SCRIPT3	Bug_Deluxe	4	0x1dcd	0x45a5	Streetofkarnage	0	0x3009	buy	2
script3:Bug_Deluxe:1dcd:1	SCRIPT3	Bug_Deluxe	4	0x1dcd	0x45a5	Streetofkarnage	1	0x455e	video_games	2
script3:Bug_Deluxe:1e21:0	SCRIPT3	Bug_Deluxe	4	0x1e21	0x45b5	Eat_my_liver	0	0x3009	buy	2
script3:Bug_Deluxe:1e21:1	SCRIPT3	Bug_Deluxe	4	0x1e21	0x45b5	Eat_my_liver	1	0x455e	video_games	2
script3:Bug_Deluxe:1e8b:0	SCRIPT3	Bug_Deluxe	4	0x1e8b	0x3fd6	hifi	0	0x3072	department	1
script3:Bug_Deluxe:1e8b:1	SCRIPT3	Bug_Deluxe	4	0x1e8b	0x3fd6	hifi	1	0x46d5	multimedia	1
script3:Bug_Deluxe:1e8b:2	SCRIPT3	Bug_Deluxe	4	0x1e8b	0x3fd6	hifi	2	0x46e0	CD_audio	1
script3:Bug_Deluxe:1eab:0	SCRIPT3	Bug_Deluxe	4	0x1eab	0x46d5	multimedia	0	0x3009	buy	2
script3:Bug_Deluxe:1eab:1	SCRIPT3	Bug_Deluxe	4	0x1eab	0x46d5	multimedia	1	0x3fd6	hifi	2
script3:Bug_Deluxe:1eef:0	SCRIPT3	Bug_Deluxe	4	0x1eef	0x46e0	CD_audio	0	0x3009	buy	2
script3:Bug_Deluxe:1eef:1	SCRIPT3	Bug_Deluxe	4	0x1eef	0x46e0	CD_audio	1	0x3fd6	hifi	2
script3:Bronko:1f4b:0	SCRIPT3	Bronko	5	0x1f4b	0x0001	talk	0	0x1fbb	bye_bye	0
script3:Bronko:1f4b:1	SCRIPT3	Bronko	5	0x1f4b	0x0001	talk	1	0x0348	robot	0
script3:Bronko:1f4b:2	SCRIPT3	Bronko	5	0x1f4b	0x0001	talk	2	0x1e41	cred	0
script3:Bronko:1f4b:3	SCRIPT3	Bronko	5	0x1f4b	0x0001	talk	3	0x16f9	murffalos	0
script3:Bronko:1f4b:4	SCRIPT3	Bronko	5	0x1f4b	0x0001	talk	4	0x4737	weapons	0
script3:Bronko:1f5d:0	SCRIPT3	Bronko	5	0x1f5d	0x0348	robot	0	0x0001	talk	13
script3:Bronko:1f5d:1	SCRIPT3	Bronko	5	0x1f5d	0x0348	robot	1	0x1fbb	bye_bye	13
script3:Bronko:1f5d:2	SCRIPT3	Bronko	5	0x1f5d	0x0348	robot	2	0x0348	robot	13
script3:Bronko:1f5d:3	SCRIPT3	Bronko	5	0x1f5d	0x0348	robot	3	0x473f	intelligence	13
script3:Bronko:1f5d:4	SCRIPT3	Bronko	5	0x1f5d	0x0348	robot	4	0x008a	energy	13
script3:Bronko:1f5d:5	SCRIPT3	Bronko	5	0x1f5d	0x0348	robot	5	0x474c	technology	13
script3:Bronko:1f5d:6	SCRIPT3	Bronko	5	0x1f5d	0x0348	robot	6	0x4757	retirement	13
script3:Bronko:2101:0	SCRIPT3	Bronko	5	0x2101	0x1e41	cred	0	0x0001	talk	7
script3:Bronko:2101:1	SCRIPT3	Bronko	5	0x2101	0x1e41	cred	1	0x1fbb	bye_bye	7
script3:Bronko:2101:2	SCRIPT3	Bronko	5	0x2101	0x1e41	cred	2	0x1e41	cred	7
script3:Bronko:2101:3	SCRIPT3	Bronko	5	0x2101	0x1e41	cred	3	0x3009	buy	7
script3:Bronko:21ef:0	SCRIPT3	Bronko	5	0x21ef	0x16f9	murffalos	0	0x0001	talk	5
script3:Bronko:21ef:1	SCRIPT3	Bronko	5	0x21ef	0x16f9	murffalos	1	0x1fbb	bye_bye	5
script3:Bronko:21ef:2	SCRIPT3	Bronko	5	0x21ef	0x16f9	murffalos	2	0x4820	hunt	5
script3:Bronko:229d:0	SCRIPT3	Bronko	5	0x229d	0x4737	weapons	0	0x0001	talk	4
script3:Bronko:229d:1	SCRIPT3	Bronko	5	0x229d	0x4737	weapons	1	0x1fbb	bye_bye	4
script3:Bronko:229d:2	SCRIPT3	Bronko	5	0x229d	0x4737	weapons	2	0x3d17	planets	4
script3:Bronko:229d:3	SCRIPT3	Bronko	5	0x229d	0x4737	weapons	3	0x3cb3	war	4
script3:Bronko:2325:0	SCRIPT3	Bronko	5	0x2325	0x4757	retirement	0	0x0001	talk	1
script3:Bronko:2325:1	SCRIPT3	Bronko	5	0x2325	0x4757	retirement	1	0x1fbb	bye_bye	1
script3:Bronko:2325:2	SCRIPT3	Bronko	5	0x2325	0x4757	retirement	2	0x3c72	Magnus	1
script3:Bob_Morlock:2369:0	SCRIPT3	Bob_Morlock	6	0x2369	0x0001	talk	0	0x1fbb	bye_bye	30
script3:Bob_Morlock:2369:1	SCRIPT3	Bob_Morlock	6	0x2369	0x0001	talk	1	0x4884	black_hole	30
script3:Bob_Morlock:2369:2	SCRIPT3	Bob_Morlock	6	0x2369	0x0001	talk	2	0x18fc	big_bang	30
script3:Bob_Morlock:2369:3	SCRIPT3	Bob_Morlock	6	0x2369	0x0001	talk	3	0x17c7	Bob_Morlock	30
script3:Bob_Morlock:2369:4	SCRIPT3	Bob_Morlock	6	0x2369	0x0001	talk	4	0x488f	kanary	30
script3:Bob_Morlock:2369:5	SCRIPT3	Bob_Morlock	6	0x2369	0x0001	talk	5	0x0aae	mission	30
script3:Bob_Morlock:2369:6	SCRIPT3	Bob_Morlock	6	0x2369	0x0001	talk	6	0x1da2	corpo	30
script3:Bob_Morlock:2369:7	SCRIPT3	Bob_Morlock	6	0x2369	0x0001	talk	7	0x4896	good_ol_bob	30
script3:Bob_Morlock:27fe:0	SCRIPT3	Bob_Morlock	6	0x27fe	0x488f	kanary	0	0x0001	talk	19
script3:Bob_Morlock:27fe:1	SCRIPT3	Bob_Morlock	6	0x27fe	0x488f	kanary	1	0x1fbb	bye_bye	19
script3:Bob_Morlock:27fe:2	SCRIPT3	Bob_Morlock	6	0x27fe	0x488f	kanary	2	0x4aaa	cottage	19
script3:Bob_Morlock:27fe:3	SCRIPT3	Bob_Morlock	6	0x27fe	0x488f	kanary	3	0x4ab2	clones	19
script3:Bob_Morlock:27fe:4	SCRIPT3	Bob_Morlock	6	0x27fe	0x488f	kanary	4	0x4ab9	employees	19
script3:Bob_Morlock:27fe:5	SCRIPT3	Bob_Morlock	6	0x27fe	0x488f	kanary	5	0x4ac3	reports	19
script3:Scruter_Mac:2adc:0	SCRIPT3	Scruter_Mac	7	0x2adc	0x0001	talk	0	0x1fbb	bye_bye	1
script3:Scruter_Mac:2b02:0	SCRIPT3	Scruter_Mac	7	0x2b02	0x4cbb	sulk	0	0x4cc0	grumpf	3
script3:Scruter_Mac:2b02:1	SCRIPT3	Scruter_Mac	7	0x2b02	0x4cbb	sulk	1	0x1fbb	bye_bye	3
script3:Eviscerator:2b45:0	SCRIPT3	Eviscerator	8	0x2b45	0x0001	talk	0	0x1fbb	bye_bye	18
script3:Eviscerator:2b45:1	SCRIPT3	Eviscerator	8	0x2b45	0x0001	talk	1	0x4cd5	peace	18
script3:Eviscerator:2b45:2	SCRIPT3	Eviscerator	8	0x2b45	0x0001	talk	2	0x3cb3	war	18
script3:Eviscerator:2b45:3	SCRIPT3	Eviscerator	8	0x2b45	0x0001	talk	3	0x3f74	prison	18
script3:Eviscerator:2b45:4	SCRIPT3	Eviscerator	8	0x2b45	0x0001	talk	4	0x059d	planet	18
script3:Eviscerator:2b45:5	SCRIPT3	Eviscerator	8	0x2b45	0x0001	talk	5	0x4cdb	television	18
script3:Eviscerator:2b45:6	SCRIPT3	Eviscerator	8	0x2b45	0x0001	talk	6	0x4ce6	politics	18
script3:Eviscerator:2b45:7	SCRIPT3	Eviscerator	8	0x2b45	0x0001	talk	7	0x14c2	reproduction	18
script3:Eviscerator:2b45:8	SCRIPT3	Eviscerator	8	0x2b45	0x0001	talk	8	0x3c90	science	18
script3:Eviscerator:2b45:9	SCRIPT3	Eviscerator	8	0x2b45	0x0001	talk	9	0x050c	race	18
script3:Eviscerator:2b45:10	SCRIPT3	Eviscerator	8	0x2b45	0x0001	talk	10	0x4cef	consumerism	18
script3:Eviscerator:2d7b:0	SCRIPT3	Eviscerator	8	0x2d7b	0x059d	planet	0	0x0001	talk	11
script3:Eviscerator:2d7b:1	SCRIPT3	Eviscerator	8	0x2d7b	0x059d	planet	1	0x1da2	corpo	11
script3:Eviscerator:2d7b:2	SCRIPT3	Eviscerator	8	0x2d7b	0x059d	planet	2	0x13b8	magnus	11
script3:Eviscerator:2d7b:3	SCRIPT3	Eviscerator	8	0x2d7b	0x059d	planet	3	0x1757	vista	11
script3:Eviscerator:2d7b:4	SCRIPT3	Eviscerator	8	0x2d7b	0x059d	planet	4	0x185b	erazor	11
script3:Eviscerator:2d7b:5	SCRIPT3	Eviscerator	8	0x2d7b	0x059d	planet	5	0x4dd4	trashlando	11
script3:Eviscerator:2d7b:6	SCRIPT3	Eviscerator	8	0x2d7b	0x059d	planet	6	0x1751	tumul	11
script3:Eviscerator:2d7b:7	SCRIPT3	Eviscerator	8	0x2d7b	0x059d	planet	7	0x13a9	pterra	11
script3:Eviscerator:2d7b:8	SCRIPT3	Eviscerator	8	0x2d7b	0x059d	planet	8	0x1f52	Eden	11
script3:Eviscerator:2f1b:0	SCRIPT3	Eviscerator	8	0x2f1b	0x050c	race	0	0x1fbb	bye_bye	23
script3:Eviscerator:2f1b:1	SCRIPT3	Eviscerator	8	0x2f1b	0x050c	race	1	0x0001	talk	23
script3:Eviscerator:2f1b:2	SCRIPT3	Eviscerator	8	0x2f1b	0x050c	race	2	0x1602	izwal	23
script3:Eviscerator:2f1b:3	SCRIPT3	Eviscerator	8	0x2f1b	0x050c	race	3	0x1608	croolis	23
script3:Eviscerator:2f1b:4	SCRIPT3	Eviscerator	8	0x2f1b	0x050c	race	4	0x4e5a	sinox	23
script3:Eviscerator:2f1b:5	SCRIPT3	Eviscerator	8	0x2f1b	0x050c	race	5	0x4e60	tromp	23
script3:Eviscerator:2f1b:6	SCRIPT3	Eviscerator	8	0x2f1b	0x050c	race	6	0x1610	migrax	23
script3:Eviscerator:2f1b:7	SCRIPT3	Eviscerator	8	0x2f1b	0x050c	race	7	0x4e66	buggol	23
script3:Eviscerator:2f1b:8	SCRIPT3	Eviscerator	8	0x2f1b	0x050c	race	8	0x1cfb	ondoyant	23
script3:Eviscerator:3183:0	SCRIPT3	Eviscerator	8	0x3183	0x4cd5	peace	0	0x1fbb	bye_bye	14
script3:Eviscerator:3183:1	SCRIPT3	Eviscerator	8	0x3183	0x4cd5	peace	1	0x0001	talk	14
script3:Eviscerator:3183:2	SCRIPT3	Eviscerator	8	0x3183	0x4cd5	peace	2	0x02ae	friend	14
script3:Eviscerator:3183:3	SCRIPT3	Eviscerator	8	0x3183	0x4cd5	peace	3	0x4f16	art	14
script3:Eviscerator:3342:0	SCRIPT3	Eviscerator	8	0x3342	0x3cb3	war	0	0x1fbb	bye_bye	14
script3:Eviscerator:3342:1	SCRIPT3	Eviscerator	8	0x3342	0x3cb3	war	1	0x0001	talk	14
script3:Eviscerator:3342:2	SCRIPT3	Eviscerator	8	0x3342	0x3cb3	war	2	0x3f09	battle	14
script3:Eviscerator:3342:3	SCRIPT3	Eviscerator	8	0x3342	0x3cb3	war	3	0x4f58	enemy	14
script3:Eviscerator:3342:4	SCRIPT3	Eviscerator	8	0x3342	0x3cb3	war	4	0x260d	treasure	14
script3:Eviscerator:3559:0	SCRIPT3	Eviscerator	8	0x3559	0x25d3	secrets	0	0x1fbb	bye_bye	3
script3:Eviscerator:3559:1	SCRIPT3	Eviscerator	8	0x3559	0x25d3	secrets	1	0x0001	talk	3
script3:Eviscerator:3559:2	SCRIPT3	Eviscerator	8	0x3559	0x25d3	secrets	2	0x0eba	secret	3
script3:Tina_Burner:35bb:0	SCRIPT3	Tina_Burner	9	0x35bb	0x0001	talk	0	0x1fbb	bye_bye	16
script3:Tina_Burner:35bb:1	SCRIPT3	Tina_Burner	9	0x35bb	0x0001	talk	1	0x4ff3	fashion	16
script3:Tina_Burner:35bb:2	SCRIPT3	Tina_Burner	9	0x35bb	0x0001	talk	2	0x4ffb	cosmetic	16
script3:Tina_Burner:35bb:3	SCRIPT3	Tina_Burner	9	0x35bb	0x0001	talk	3	0x5004	dance	16
script3:Tina_Burner:35bb:4	SCRIPT3	Tina_Burner	9	0x35bb	0x0001	talk	4	0x0167	love	16
script3:Tina_Burner:35bb:5	SCRIPT3	Tina_Burner	9	0x35bb	0x0001	talk	5	0x500a	Tiny	16
script3:Amigo:37e4:0	SCRIPT3	Amigo	10	0x37e4	0x0001	talk	0	0x2537	Eviscerator	6
script3:Amigo:37e4:1	SCRIPT3	Amigo	10	0x37e4	0x0001	talk	1	0x2b1b	Tina_Burner	6
script3:Amigo:37e4:2	SCRIPT3	Amigo	10	0x37e4	0x0001	talk	2	0x50c0	Purple_Haze	6
script3:Amigo:38a4:0	SCRIPT3	Amigo	10	0x38a4	0x2537	Eviscerator	0	0x1fbb	bye_bye	8
script3:Amigo:38a4:1	SCRIPT3	Amigo	10	0x38a4	0x2537	Eviscerator	1	0x0001	talk	8
script3:Amigo:38a4:2	SCRIPT3	Amigo	10	0x38a4	0x2537	Eviscerator	2	0x3f74	prison	8
script3:Amigo:38a4:3	SCRIPT3	Amigo	10	0x38a4	0x2537	Eviscerator	3	0x3a24	Galabar	8
script3:Amigo:38a4:4	SCRIPT3	Amigo	10	0x38a4	0x2537	Eviscerator	4	0x2b75	meteorut	8
script3:Amigo:39ee:0	SCRIPT3	Amigo	10	0x39ee	0x2b75	meteorut	0	0x1fbb	bye_bye	5
script3:Amigo:39ee:1	SCRIPT3	Amigo	10	0x39ee	0x2b75	meteorut	1	0x0001	talk	5
script3:Amigo:39ee:2	SCRIPT3	Amigo	10	0x39ee	0x2b75	meteorut	2	0x51a2	acidium	5
script3:Amigo:39ee:3	SCRIPT3	Amigo	10	0x39ee	0x2b75	meteorut	3	0x51aa	nitrium	5
script3:Amigo:39ee:4	SCRIPT3	Amigo	10	0x39ee	0x2b75	meteorut	4	0x51b2	glycérium	5
script3:Amigo:3acc:0	SCRIPT3	Amigo	10	0x3acc	0x51a2	acidium	0	0x1fbb	bye_bye	1
script3:Amigo:3acc:1	SCRIPT3	Amigo	10	0x3acc	0x51a2	acidium	1	0x0001	talk	1
script3:Amigo:3acc:2	SCRIPT3	Amigo	10	0x3acc	0x51a2	acidium	2	0x5228	pentium	1
script3:Amigo:3afe:0	SCRIPT3	Amigo	10	0x3afe	0x5228	pentium	0	0x1fbb	bye_bye	3
script3:Amigo:3afe:1	SCRIPT3	Amigo	10	0x3afe	0x5228	pentium	1	0x0001	talk	3
script3:Amigo:3afe:2	SCRIPT3	Amigo	10	0x3afe	0x5228	pentium	2	0x16af	splatch	3
script3:Super_Zen:3b70:0	SCRIPT3	Super_Zen	11	0x3b70	0x0001	talk	0	0x0006	hello	1
script4:Super_Tromp:0002:0	SCRIPT4	Super_Tromp	0	0x0002	0x0001	talk	0	0x0752	bye_bye	10
script4:Super_Tromp:0002:1	SCRIPT4	Super_Tromp	0	0x0002	0x0001	talk	1	0x1221	painting	10
script4:Super_Tromp:0002:2	SCRIPT4	Super_Tromp	0	0x0002	0x0001	talk	2	0x2511	culture	10
script4:Super_Tromp:0002:3	SCRIPT4	Super_Tromp	0	0x0002	0x0001	talk	3	0x2519	yolk	10
script4:Maziok:0194:0	SCRIPT4	Maziok	1	0x0194	0x0001	talk	0	0x0752	bye_bye	7
script4:Maziok:0194:1	SCRIPT4	Maziok	1	0x0194	0x0001	talk	1	0x2615	medicine	7
script4:Maziok:0194:2	SCRIPT4	Maziok	1	0x0194	0x0001	talk	2	0x0bfc	curse	7
script4:Maziok:0282:0	SCRIPT4	Maziok	1	0x0282	0x04dc	planet	0	0x0752	bye_bye	8
script4:Maziok:0282:1	SCRIPT4	Maziok	1	0x0282	0x04dc	planet	1	0x2647	vista	8
script4:Maziok:0282:2	SCRIPT4	Maziok	1	0x0282	0x04dc	planet	2	0x264d	tromp	8
script4:Maziok:0282:3	SCRIPT4	Maziok	1	0x0282	0x04dc	planet	3	0x093a	ondoyant	8
script4:Maziok:0282:4	SCRIPT4	Maziok	1	0x0282	0x04dc	planet	4	0x0cf6	tourism	8
script4:Fifi:03aa:0	SCRIPT4	Fifi	2	0x03aa	0x0006	hello	0	0x0752	bye_bye	4
script4:Fifi:03aa:1	SCRIPT4	Fifi	2	0x03aa	0x0006	hello	1	0x04dc	planet	4
script4:Fifi:03aa:2	SCRIPT4	Fifi	2	0x03aa	0x0006	hello	2	0x1352	information	4
script4:Fifi:03aa:3	SCRIPT4	Fifi	2	0x03aa	0x0006	hello	3	0x26dd	races	4
script4:Bratakas:0421:0	SCRIPT4	Bratakas	3	0x0421	0x0001	talk	0	0x0752	bye_bye	13
script4:Bratakas:0421:1	SCRIPT4	Bratakas	3	0x0421	0x0001	talk	1	0x1fa4	Vistar	13
script4:Bratakas:0421:2	SCRIPT4	Bratakas	3	0x0421	0x0001	talk	2	0x04dc	planet	13
script4:Bratakas:0421:3	SCRIPT4	Bratakas	3	0x0421	0x0001	talk	3	0x2700	race	13
script4:Bratakas:0421:4	SCRIPT4	Bratakas	3	0x0421	0x0001	talk	4	0x2705	croolis	13
script4:Beauregard:05ec:0	SCRIPT4	Beauregard	4	0x05ec	0x0001	talk	0	0x0752	bye_bye	12
script4:Beauregard:05ec:1	SCRIPT4	Beauregard	4	0x05ec	0x0001	talk	1	0x27cb	listen	12
script4:Beauregard:05ec:2	SCRIPT4	Beauregard	4	0x05ec	0x0001	talk	2	0x27d2	insist	12
script4:Beauregard:05ec:3	SCRIPT4	Beauregard	4	0x05ec	0x0001	talk	3	0x27d9	treat	12
script4:Honk:0764:0	SCRIPT4	Honk	5	0x0764	0x0001	talk	0	0x0752	bye_bye	2
script4:Honk:0764:1	SCRIPT4	Honk	5	0x0764	0x0001	talk	1	0x0313	help	2
script4:Honk:0764:2	SCRIPT4	Honk	5	0x0764	0x0001	talk	2	0x2014	message	2
script4:Morning_Oil:07a1:0	SCRIPT4	Morning_Oil	6	0x07a1	0x0001	talk	0	0x0006	hello	4
script4:Morning_Oil:07a1:1	SCRIPT4	Morning_Oil	6	0x07a1	0x0001	talk	1	0x287a	say_nothing	4
script4:Morning_Oil:07a1:2	SCRIPT4	Morning_Oil	6	0x07a1	0x0001	talk	2	0x0aaa	laugh	4
script4:Morning_Oil:07a1:3	SCRIPT4	Morning_Oil	6	0x07a1	0x0001	talk	3	0x0752	bye_bye	4
script4:Morning_Oil:07fd:0	SCRIPT4	Morning_Oil	6	0x07fd	0x2856	history	0	0x0752	bye_bye	0
script4:Morning_Oil:07fd:1	SCRIPT4	Morning_Oil	6	0x07fd	0x2856	history	1	0x1bf1	war	0
script4:Morning_Oil:07fd:2	SCRIPT4	Morning_Oil	6	0x07fd	0x2856	history	2	0x2705	croolis	0
script4:Morning_Oil:07fd:3	SCRIPT4	Morning_Oil	6	0x07fd	0x2856	history	3	0x1c64	treasure	0
script4:Morning_Oil:07fd:4	SCRIPT4	Morning_Oil	6	0x07fd	0x2856	history	4	0x289f	battles	0
script4:Morning_Oil:07fd:5	SCRIPT4	Morning_Oil	6	0x07fd	0x2856	history	5	0x28a7	mastachok	0
script4:Morning_Oil:0811:0	SCRIPT4	Morning_Oil	6	0x0811	0x1bf1	war	0	0x0752	bye_bye	7
script4:Morning_Oil:0811:1	SCRIPT4	Morning_Oil	6	0x0811	0x1bf1	war	1	0x28b1	match	7
script4:Morning_Oil:0951:0	SCRIPT4	Morning_Oil	6	0x0951	0x2705	croolis	0	0x0752	bye_bye	12
script4:Morning_Oil:0951:1	SCRIPT4	Morning_Oil	6	0x0951	0x2705	croolis	1	0x2856	history	12
script4:Morning_Oil:0951:2	SCRIPT4	Morning_Oil	6	0x0951	0x2705	croolis	2	0x0d8a	terror	12
script4:Morning_Oil:0951:3	SCRIPT4	Morning_Oil	6	0x0951	0x2705	croolis	3	0x295b	eviscerator	12
script4:Morning_Oil:0951:4	SCRIPT4	Morning_Oil	6	0x0951	0x2705	croolis	4	0x2967	emasculator	12
script4:Morning_Oil:0ad8:0	SCRIPT4	Morning_Oil	6	0x0ad8	0x1c64	treasure	0	0x0752	bye_bye	9
script4:Morning_Oil:0ad8:1	SCRIPT4	Morning_Oil	6	0x0ad8	0x1c64	treasure	1	0x2856	history	9
script4:Morning_Oil:0ad8:2	SCRIPT4	Morning_Oil	6	0x0ad8	0x1c64	treasure	2	0x2a73	hiding_place	9
script4:Morning_Oil:0c43:0	SCRIPT4	Morning_Oil	6	0x0c43	0x28a7	mastachok	0	0x0752	bye_bye	3
script4:Morning_Oil:0c43:1	SCRIPT4	Morning_Oil	6	0x0c43	0x28a7	mastachok	1	0x2856	history	3
script4:Morning_Oil:0c43:2	SCRIPT4	Morning_Oil	6	0x0c43	0x28a7	mastachok	2	0x1352	information	3
script4:Bronko:0cc4:0	SCRIPT4	Bronko	7	0x0cc4	0x0001	talk	0	0x0752	bye_bye	0
