component	entry	source	function	rust_path	rust_symbol	documentation	evidence
bloodprg	0x008963	seg_071e/func_008963_presentation_ready_gate.c	presentation_ready_gate	crates/commander-blood-game/src/native/bloodprg/presentation_word_choice.rs	update_presentation_word_choice	Owned dialogue word-choice phase machine over interned ScriptWordIds checked selection and renderer-neutral transitions without dictionary offsets sentinel buffers wrapped indexing or packed request flags	re/tools/oracle_vectors/func_8963_natural.json:16
bloodprg	0x008bab	seg_071e/func_008bab_name_area_palette_effect_update.c	name_area_palette_effect_update	crates/commander-blood-game/src/native/bloodprg/name_area_effect.rs	update_name_area_effect	Checked flat-framebuffer name-area palette animation over all ten decoded executable sequences semantic operations and owned cursor state without near stream pointers segment aliases packed dimensions or 64 KiB address wrapping	re/tools/oracle_vectors/func_8bab_natural.json:12
bloodprg	0x008c96	seg_071e/func_008c96_ship_3d_hud_palette_snapshot_and_camera_reset.c	ship_3d_hud_palette_snapshot_and_camera_reset	crates/commander-blood-game/src/native/bloodprg/ship_hud.rs	snapshot_ship_hud_palette_and_reset_camera	Typed post-draw 64-color HUD palette snapshot and flat camera reset over fixed palette arrays without far copies inherited direction state segment ownership or fixed globals	re/tools/oracle_vectors/func_8c96_natural.json:4
bloodprg	0x00933a	seg_071e/func_00933a_back_buffer_copy_from.c	back_buffer_copy_from	crates/commander-blood-game/src/native/bloodprg/framebuffer_copy.rs	copy_work_surface_span	Checked horizontal copies between complete flat indexed framebuffers without far pointers segment state discarded pointer offsets or 16-bit address wrapping	re/tools/oracle_vectors/func_933a_natural.json:12
bloodprg	0x009364	seg_071e/func_009364_nav_center_wipe_span_table_build.c	nav_center_wipe_span_table_build	crates/commander-blood-game/src/native/bloodprg/navigation_wipe.rs	build_navigation_wipe_spans	Owned symmetric Bresenham wipe spans over validated display endpoints without a graphics-segment output pointer sentinel record direction flag or wrapped 65536-entry walk	re/tools/oracle_vectors/func_9364_natural.json:20
bloodprg	0x009510	seg_071e/func_009510_presentation_mode_bits_update.c	presentation_mode_bits_update	crates/commander-blood-game/src/native/bloodprg/presentation_mode.rs	update_presentation_bridge_mode	Semantic optional panorama-band selection without packing modes and unrelated gates into a shared UI word	re/tools/oracle_vectors/func_9510_natural.json:15
bloodprg	0x00954a	seg_071e/func_00954a_page_flip.c	page_flip	crates/commander-blood-game/src/native/bloodprg/bridge_page.rs	render_bridge_page	Explicit primary and secondary render targets typed page flags and semantic ship or panorama outcomes without display-pointer swapping native return registers or segmented framebuffer state	re/tools/oracle_vectors/func_954a_natural.json:7
bloodprg	0x00959d	seg_071e/func_00959d_screen_flags_init.c	screen_flags_init	crates/commander-blood-game/src/native/bloodprg/bridge_screen.rs	initialize_bridge_screen	Typed bridge screen reset over flat RGB palettes semantic render operations and the shared actor-slot array without far copies direction state packed flags fixed table addresses or matrix-table misidentification	re/tools/oracle_vectors/func_959d_natural.json:10
bloodprg	0x00963f	seg_071e/func_00963f_matrix_table_clear_2a1b.c	matrix_table_clear_2a1b	crates/commander-blood-game/src/native/bloodprg/actor_slots.rs	deactivate_nav_actor_slots	Typed deactivation of all six bridge actor slots after proving the historically misnamed table is shared actor state rather than matrices	re/tools/oracle_vectors/func_963f_natural.json:5
bloodprg	0x002d50	seg_01ce/func_002d50_bridge_panorama_frame_unpack.c	bridge_panorama_frame_unpack	crates/commander-blood-formats/src/panorama.rs	decode_bridge_panorama_pixels	Transactional bounded ByteRun decoding over a flat 320 by 200 indexed framebuffer without source or destination wrapping inherited direction state far pointers or partial writes on malformed streams	re/tools/oracle_vectors/func_2d50_natural.json:4
bloodprg	0x00981b	seg_071e/func_00981b_bridge_panorama_frame_load.c	bridge_panorama_frame_load	crates/commander-blood-game/src/native/bloodprg/bridge_panorama.rs	load_bridge_panorama_frame	Owned TB.BIG frame loading over private checked archive ranges typed station hit boxes flat framebuffers and RGB palettes without DOS handles seek buffers chunk pointers stale reads or unchecked station writes	re/tools/oracle_vectors/func_981b_natural.json:7
bloodprg	0x0098b9	seg_071e/func_0098b9_ship_3d_projection_matrix_build.c	ship_3d_projection_matrix_build	crates/commander-blood-game/src/native/bloodprg/ship_projection.rs	build_ship_projection_matrix	Typed Q15 matrix construction from observed camera yaw navigation heading and roll with exact wrapping arithmetic and checked angle-table indexing	re/tools/oracle_vectors/func_98b9_natural.json:12
bloodprg	0x009a10	seg_071e/func_009a10_ship_3d_point_cloud_project.c	ship_3d_point_cloud_project	crates/commander-blood-game/src/native/bloodprg/ship_projection.rs	project_ship_point_cloud	Fixed 1000-record owned point-cloud projection with wrapping word translation exact modular dot products and separate semantic projection and compatibility-raster outputs	re/tools/oracle_vectors/func_9a10_natural.json:6
bloodprg	0x009b04	seg_071e/func_009b04_ship_3d_plot_point.c	ship_3d_plot_point	crates/commander-blood-game/src/native/bloodprg/ship_projection.rs	plot_ship_point	Signed half-open clipping original depth shading and first-write-wins plotting over a checked flat logical framebuffer with invalid wrapping coordinates rejected	re/tools/oracle_vectors/func_9b04_natural.json:14
bloodprg	0x00420d	seg_0299/func_00420d_sprite_slot_position_update.c	sprite_slot_position_update	crates/commander-blood-game/src/native/bloodprg/sprite_geometry.rs	update_bridge_sprite_position	Checked typed entity selection with independent coordinate updates exact state gate dirty marking and preservation of unnamed flag bits	re/tools/oracle_vectors/func_420d_natural.json:6
bloodprg	0x0042cd	seg_0299/func_0042cd_sprite_slot_extent_update.c	sprite_slot_extent_update	crates/commander-blood-game/src/native/bloodprg/sprite_geometry.rs	update_bridge_sprite_extent	Typed requested and comparison extents exact scaled-extent flag clearing and dirty updates over a checked entity table without ambient data lookup	re/tools/oracle_vectors/func_42cd_natural.json:8
bloodprg	0x009b67	seg_071e/func_009b67_ship_3d_point_cloud_randomize.c	ship_3d_point_cloud_randomize	crates/commander-blood-game/src/native/bloodprg/ship_projection.rs	randomize_ship_point_cloud	Exactly three recovered PRNG calls per owned point record while preserving each persistent scratch word and rejecting malformed cloud sizes before state advances	re/tools/oracle_vectors/func_9b67_natural.json:4
bloodprg	0x009b98	seg_071e/func_009b98_ship_3d_object_sprite_project.c	ship_3d_object_sprite_project	crates/commander-blood-game/src/native/bloodprg/ship_projection.rs	project_ship_object_sprites	Reverse 31 through 21 typed entity assignment exact modular projection negative-depth wrapping reciprocal scaling and transactional extent and position publication with an explicit comparison extent and no ambient memory lookup	re/tools/oracle_vectors/func_9b98_natural.json:5
bloodprg	0x009656	seg_071e/func_009656_bridge_steer_update.c	bridge_steer_update	crates/commander-blood-game/src/native/bloodprg/bridge_steering.rs	update_bridge_steering	Typed panorama frame cursor ring automatic seek and menu clamp state with exact wrapping arithmetic semantic direction and presentation-link outputs and no host cursor recenter calls	re/tools/oracle_vectors/func_9656_natural.json:21
bloodprg	0x002dd3	seg_01ce/func_002dd3_cmos_rtc_read.c	cmos_rtc_read	crates/commander-blood-game/src/native/random.rs	BloodPrng::seed_from_clock_register	Host-supplied raw clock byte repeated into the exact native PRNG seed while preserving all other generator state and eliminating CMOS port access	re/tools/oracle_vectors/func_2dd3_natural.json:8
bloodprg	0x001fbc	seg_008b/func_001fbc_mouse_button_edges_update.c	mouse_button_edges_update	crates/commander-blood-game/src/native/bloodprg/pointer_buttons.rs	update_pointer_button_edges	Atomic typed pointer-button sampling with persistent semantic press latches and exact mutable low-byte suppression behavior without asynchronous global words or packed latch bytes	re/tools/oracle_vectors/func_1fbc_natural.json:13
bloodprg	0x00210e	seg_008b/func_00210e_input_action_dispatch.c	input_action_dispatch	crates/commander-blood-game/src/native/bloodprg/input_dispatch.rs	dispatch_input_key	Typed optional host-key polling with prior text-latch clearing and exhaustive semantic translation of the shipped table without BIOS key words callback offsets or signed lookup bytes	re/tools/oracle_vectors/input_action_handlers_natural.json:256
bloodprg	0x002201	seg_008b/func_002201_input_action_noop_2.c	input_action_noop_2	crates/commander-blood-game/src/native/bloodprg/input_dispatch.rs	translate_input_key	Proven inert right-arrow command retained as a named semantic input action without an empty callback	re/tools/oracle_vectors/input_action_handlers_natural.json:1
bloodprg	0x002202	seg_008b/func_002202_input_action_noop_3.c	input_action_noop_3	crates/commander-blood-game/src/native/bloodprg/input_dispatch.rs	translate_input_key	Proven inert left-arrow command retained as a named semantic input action without an empty callback	re/tools/oracle_vectors/input_action_handlers_natural.json:1
bloodprg	0x002203	seg_008b/func_002203_input_action_request_shutdown.c	input_action_request_shutdown	crates/commander-blood-game/src/native/bloodprg/input_dispatch.rs	request_input_shutdown	Typed programmatic shutdown request preserving the original write while recording that no shipped key reaches it	re/tools/oracle_vectors/input_action_handlers_natural.json:1
bloodprg	0x002209	seg_008b/func_002209_input_action_noop_5.c	input_action_noop_5	crates/commander-blood-game/src/native/bloodprg/input_dispatch.rs	translate_input_key	Proven inert F1 command retained as a named semantic input action without an empty callback	re/tools/oracle_vectors/input_action_handlers_natural.json:1
bloodprg	0x00220a	seg_008b/func_00220a_input_action_noop_9.c	input_action_noop_9	crates/commander-blood-game/src/native/bloodprg/input_dispatch.rs	translate_input_key	Proven inert F2 command retained as a named semantic input action without an empty callback	re/tools/oracle_vectors/input_action_handlers_natural.json:1
bloodprg	0x00220b	seg_008b/func_00220b_input_action_noop_10.c	input_action_noop_10	crates/commander-blood-game/src/native/bloodprg/input_dispatch.rs	translate_input_key	Proven inert F3 command retained as a named semantic input action without an empty callback	re/tools/oracle_vectors/input_action_handlers_natural.json:1
bloodprg	0x00220c	seg_008b/func_00220c_input_action_noop_11.c	input_action_noop_11	crates/commander-blood-game/src/native/bloodprg/input_dispatch.rs	translate_input_key	Proven inert F4 command retained as a named semantic input action without an empty callback	re/tools/oracle_vectors/input_action_handlers_natural.json:1
bloodprg	0x00220d	seg_008b/func_00220d_input_action_noop_12.c	input_action_noop_12	crates/commander-blood-game/src/native/bloodprg/input_dispatch.rs	translate_input_key	Proven inert F5 command retained as a named semantic input action without register-save scaffolding or an empty callback	re/tools/oracle_vectors/input_action_handlers_natural.json:1
bloodprg	0x002216	seg_008b/func_002216_input_action_noop_13.c	input_action_noop_13	crates/commander-blood-game/src/native/bloodprg/input_dispatch.rs	translate_input_key	Proven inert F6 command retained as a named semantic input action without register-save scaffolding or an empty callback	re/tools/oracle_vectors/input_action_handlers_natural.json:1
bloodprg	0x00221f	seg_008b/func_00221f_input_action_noop_14.c	input_action_noop_14	crates/commander-blood-game/src/native/bloodprg/input_dispatch.rs	translate_input_key	Proven inert F7 command retained as a named semantic input action without register-save scaffolding or an empty callback	re/tools/oracle_vectors/input_action_handlers_natural.json:1
bloodprg	0x0022b2	seg_008b/func_0022b2_input_action_toggle_pause.c	input_action_toggle_pause	crates/commander-blood-game/src/native/bloodprg/input_dispatch.rs	toggle_input_pause	Boolean pause toggling with typed save-menu gating and explicit text-byte publication without packed shared flags	re/tools/oracle_vectors/input_action_handlers_natural.json:4
bloodprg	0x0022d0	seg_008b/func_0022d0_input_action_latch_text_key.c	input_action_latch_text_key	crates/commander-blood-game/src/native/bloodprg/input_dispatch.rs	latch_input_text_byte	Optional typed text-byte publication replacing an ambient shared input byte	re/tools/oracle_vectors/input_action_handlers_natural.json:1
bloodprg	0x002140	seg_008b/func_002140_input_action_move_previous.c	input_action_move_previous	crates/commander-blood-game/src/native/bloodprg/input_selection.rs	move_input_selection_previous	Typed directory and save-menu predecessor movement over stable row indices owned fixed-width names and explicit optional UI state without record strides sentinels or mutable name pointers	re/tools/oracle_vectors/input_action_handlers_natural.json:6
bloodprg	0x00218d	seg_008b/func_00218d_input_action_move_next.c	input_action_move_next	crates/commander-blood-game/src/native/bloodprg/input_selection.rs	move_input_selection_next	Typed profile or built-in directory and save-menu successor movement over decoded entries checked row indices and owned names without directory pointers byte aliasing or fixed record arithmetic	re/tools/oracle_vectors/input_action_handlers_natural.json:4
bloodprg	0x002224	seg_008b/func_002224_input_action_accept.c	input_action_accept	crates/commander-blood-game/src/native/bloodprg/input_selection.rs	accept_input_selection	Stable accepted profile-directory row identity with typed object-kind validation and explicit Enter publication without byte-truncated indices serialized record positions or packed mode flags	re/tools/oracle_vectors/input_action_handlers_natural.json:3
bloodprg	0x00224d	seg_008b/func_00224d_input_action_cancel.c	input_action_cancel	crates/commander-blood-game/src/native/bloodprg/input_cancel.rs	cancel_input_action	Transactional presentation cancellation over typed gates an owned resource cursor fixed palette range and explicit queue backend without global positions raw bulk memory writes or packed latches	re/tools/oracle_vectors/input_action_handlers_natural.json:4
bloodprg	0x0022e0	seg_01ce/func_0022e0_palette_blend_remap_table_build.c	palette_blend_remap_table_build	crates/commander-blood-game/src/native/bloodprg/palette_pipeline.rs	build_palette_blend_remap_table	Typed nearest-color blend remap preserving wrapped distance arithmetic thresholded matches and later-index ties over complete owned palettes without global tables or memory cursors	re/tools/oracle_vectors/func_22e0_natural.json:4
bloodprg	0x0023c5	seg_01ce/func_0023c5_palette_range_interpolate.c	palette_range_interpolate	crates/commander-blood-game/src/native/bloodprg/palette_pipeline.rs	interpolate_palette_range	Checked inclusive palette interpolation with exact signed-byte deltas negative percentages and division toward zero over ordinary RGB arrays without source target or destination pointers	re/tools/oracle_vectors/func_23c5_natural.json:5
bloodprg	0x00242d	seg_01ce/func_00242d_tint_table_build_banked.c	tint_table_build_banked	crates/commander-blood-game/src/native/bloodprg/palette_pipeline.rs	build_banked_tint_table	Typed banked luminance mapping with exact weighted shade clamp and in-bank identities over an owned index table without ambient palette storage or output cursors	re/tools/oracle_vectors/func_242d_natural.json:4
bloodprg	0x00248b	seg_01ce/func_00248b_palette_scene_entries_clear.c	palette_scene_entries_clear	crates/commander-blood-game/src/native/bloodprg/palette_pipeline.rs	clear_scene_palette_entries	Forward clear of the first 192 typed scene colors with the upper bank preserved and inherited processor direction state eliminated	re/tools/oracle_vectors/func_248b_natural.json:3
bloodprg	0x00287b	seg_01ce/func_00287b_resource_load_by_id.c	resource_load_by_id	crates/commander-blood-game/src/native/bloodprg/resource_cache.rs	OriginalResourceCache::load_by_id	Typed catalog lookup exact nonempty resource bytes stable cache identity and explicit fresh-versus-resident status without allocation destinations or machine state	re/tools/oracle_vectors/func_287b_natural.json:8
bloodprg	0x003fc7	seg_0299/func_003fc7_resource_named_file_load.c	resource_named_file_load	crates/commander-blood-game/src/native/bloodprg/resource_cache.rs	OriginalResourceCache::load_palette_resource	Typed cached-or-direct target exact header preservation palette-preamble removal and resident reuse over owned bytes without packed destination flags or chunk cursors	re/tools/oracle_vectors/func_3fc7_natural.json:8
bloodprg	0x004086	seg_0299/func_004086_resource_palette_file_blocks_apply.c	resource_palette_file_blocks_apply	crates/commander-blood-game/src/native/bloodprg/resource_cache.rs	decode_palette_resource	Transactional checked parsing of exact indexed RGB block starts counts zero-length blocks and terminator into a typed 256-color palette	re/tools/oracle_vectors/func_4086_natural.json:6
bloodprg	0x005288	seg_04b9/func_005288_resource_release.c	resource_release	crates/commander-blood-game/src/native/bloodprg/resource_cache.rs	OriginalResourceCache::release	Stable typed identifier removal with an explicit existed result and ordinary owned-byte destruction	re/tools/oracle_vectors/func_5288_natural.json:6
bloodprg	0x005320	seg_04b9/func_005320_resource_handle_resolve.c	resource_handle_resolve	crates/commander-blood-game/src/native/bloodprg/resource_cache.rs	OriginalResourceCache::resolve	Checked optional borrowing of exact loaded bytes by stable resource identity without exposing storage locations	re/tools/oracle_vectors/func_5320_natural.json:6
bloodprg	0x00533c	seg_04b9/func_00533c_resource_get_field4.c	resource_get_field4	crates/commander-blood-game/src/native/bloodprg/resource_cache.rs	OriginalResourceCache::allocation_byte_count	Optional typed retrieval of the original 16-byte-rounded resource size retained for save-game behavior	re/tools/oracle_vectors/func_533c_natural.json:8
bloodprg	0x0053a0	seg_04da/func_0053a0_vm_resource_profile_select.c	vm_resource_profile_select	crates/commander-blood-game/src/native/bloodprg/script_profile.rs	ScriptProfileManager::select	Executable-derived five-file profile selection with prior-profile release cache-aware loading lossless typed decoding fresh control state and stable built-in object identities	re/tools/oracle_vectors/func_53a0_natural.json:6
bloodprg	0x0064b8	seg_04da/func_0064b8_vm_op_d2_script_profile_request.c	vm_op_d2_script_profile_request	crates/commander-blood-game/src/native/bloodprg/script_profile_request.rs	ScriptProfileRequestSlot::schedule	Signed one-based profile requests translated into explicit empty playable or invalid flat state retained until successful profile loading without script cursors or machine globals	re/tools/oracle_vectors/func_64b8_natural.json:6
bloodprg	0x006494	seg_04da/func_006494_vm_op_ce_cond_branch.c	vm_op_ce_cond_branch	crates/commander-blood-game/src/native/bloodprg/script_environment.rs	ScriptEnvironmentActivity::require_bridge	Typed bridge-render activity guard routed through the existing flat guard stack without global flags or script cursors	re/tools/oracle_vectors/func_6494_natural.json:4
bloodprg	0x0064a0	seg_04da/func_0064a0_vm_op_d0_cond_branch.c	vm_op_d0_cond_branch	crates/commander-blood-game/src/native/bloodprg/script_environment.rs	ScriptEnvironmentActivity::require_travel	Typed travel-presentation activity guard routed through the existing flat guard stack without global flags or script cursors	re/tools/oracle_vectors/func_64a0_natural.json:4
bloodprg	0x0064ac	seg_04da/func_0064ac_vm_op_d1_cond_branch.c	vm_op_d1_cond_branch	crates/commander-blood-game/src/native/bloodprg/script_environment.rs	ScriptEnvironmentActivity::require_contact	Typed contact-presentation activity guard routed through the existing flat guard stack without global flags or script cursors	re/tools/oracle_vectors/func_64ac_natural.json:4
bloodprg	0x0064c0	seg_04da/func_0064c0_vm_op_cf_clear_state.c	vm_op_cf_clear_state	crates/commander-blood-game/src/native/bloodprg/script.rs	ScriptRuntime::clear_alternate_resume_state	Explicit alternate-concept and presentation-resume reset over owned runtime options without packed state bytes	re/tools/oracle_vectors/func_64c0_natural.json:4
bloodprg	0x0064e5	seg_04da/func_0064e5_vm_op_ca_compare_var.c	vm_op_ca_compare_var	crates/commander-blood-game/src/native/bloodprg/script_clock.rs	ScriptClock::evaluate_hour_guard	Typed signed authored-hour relation against an explicit host clock routed through the flat guard stack without ambient RTC globals	re/tools/oracle_vectors/func_64e5_natural.json:14
bloodprg	0x006510	seg_04da/func_006510_vm_op_cb_compare_byte.c	vm_op_cb_compare_byte	crates/commander-blood-game/src/native/bloodprg/script_clock.rs	ScriptClock::evaluate_date_guard	Typed signed month-day lexicographic relation retaining but deliberately not comparing the authored year exactly as the native handler	re/tools/oracle_vectors/func_6510_natural.json:18
bloodprg	0x0064ce	seg_04da/func_0064ce_vm_op_cc_set_record_byte.c	vm_op_cc_set_record_byte	crates/commander-blood-game/src/native/bloodprg/script_sequence_slots.rs	ScriptSequenceSlots::assign	Bounded typed DESCRIPT sequence-name assignment into six owned optional slots preserving stable slot order and replacement behavior while rejecting native adjacent-memory corruption cases	re/tools/oracle_vectors/func_64ce_natural.json:9
bloodprg	0x00577a	seg_04da/func_00577a_value_scan_match.c	value_scan_match	crates/commander-blood-game/src/native/bloodprg/script_selector.rs	find_selector_body	Cycle-checked traversal of decoded BAS selector nodes returning the first typed response-body position for an interned concept without raw image reads or linked offsets as runtime state	re/vm/bas-control-flow/manifest.tsv:321
bloodprg	0x005791	seg_04da/func_005791_vm_flag_test_67b1.c	vm_flag_test_67b1	crates/commander-blood-game/src/native/bloodprg/script_selector.rs	commit_selected_concept	Typed concept consumption history insertion resume selection and decoded BAS menu-branch promotion over owned flat profile state without packed bytes or machine pointers	re/tools/oracle_vectors/func_5791_natural.json:14
bloodprg	0x005afd	seg_04da/func_005afd_vm_op_a3_collect.c	vm_op_a3_collect	crates/commander-blood-game/src/native/bloodprg/script_selector.rs	collect_selector_menu	Decoded BAS menu publication with ordered optional topic consumption into an owned concept vector without terminators direction flags or mutable script-image traversal	re/tools/oracle_vectors/func_5afd_natural.json:10
bloodprg	0x00555b	seg_04da/func_00555b_vm_record_state_proc.c	vm_record_state_proc	crates/commander-blood-game/src/native/bloodprg/aboard.rs	rebuild_aboard_roster	Transactional fixed-capacity roster rebuild from decoded object holder sentinels with stable object identities replacing overloaded zero and terminal slot encodings	re/tools/oracle_vectors/func_555b_natural.json:10
bloodprg	0x005a74	seg_04da/func_005a74_vm_state_processor.c	vm_state_processor	crates/commander-blood-game/src/native/bloodprg/actor_position_state.rs	update_actor_position_states	Transactional actor transient-flag normalization against typed orxx and arche coordinate pairs with semantic request text and Honk gates	re/tools/oracle_vectors/func_5a74_natural.json:14
bloodprg	0x0056a6	seg_04da/func_0056a6_vm_script_block_scan.c	vm_script_block_scan	crates/commander-blood-game/src/native/bloodprg/script_block.rs	execute_script_block	Decoded BAS instruction traversal with explicit handler continuations typed source positions and owned skip state replacing mutable byte cursors direction state and dispatch-table addresses	re/tools/oracle_vectors/func_56a6_natural.json:15
bloodprg	0x0056fe	seg_04da/func_0056fe_vm_control_flow.c	vm_control_flow	crates/commander-blood-game/src/native/bloodprg/script_control.rs	execute_selector_control	Interned actor dialogue selection with ordered current and parent BAS body execution menu publication and bounded typed field updates replacing record arithmetic and code pointers	re/tools/oracle_vectors/func_56fe_natural.json:14
bloodprg	0x0055a4	seg_04da/func_0055a4_vm_run_wrapper.c	vm_run_wrapper	crates/commander-blood-game/src/native/bloodprg/script_frame.rs	execute_script_frame	Typed per-frame COD traversal with explicit state preparation instruction dispatch full-byte authored skips semantic presentation yields retained resume targets saved cursors and ordered post-scans replacing five far resource aliases mutable 16-bit cursors and opcode-table addresses	re/tools/oracle_vectors/func_55a4_natural.json:14
bloodprg	0x005816	seg_04da/func_005816_presentation_scan.c	presentation_scan	crates/commander-blood-game/src/native/bloodprg/presentation_scan.rs	scan_script_presentations	Owned profile-order presentation coordinator with typed player session lifecycle character BAS handoffs deferred action routing processed-state suppression and ordered renderer and action callbacks replacing directory pointers selector arithmetic packed globals and raw record triples	re/tools/oracle_vectors/func_5816_natural.json:16
bloodprg	0x005b38	seg_04da/func_005b38_record_c1_ship3d_action.c	record_c1_ship3d_action	crates/commander-blood-game/src/native/bloodprg/script_action.rs	dispatch_script_action	Typed C1 C2 C3 C4 and C6 post-frame action transitions over owned object relations aboard state presentation records radio state and black-hole travel phases with proven dormant C9 CD and unknown arms and no arena pointer or packed-global model	re/tools/oracle_vectors/func_5b38_natural.json:32
xdb_amer	0x000000	amer/func_000000_api_entry.c	xdb_amer_api_entry	crates/commander-blood-game/src/native/alien/runtime.rs	AlienSceneRuntime::enter	Typed overlay entry with wrapping timing-scale normalization method-delta publication and owned decoded assets replacing cumulative segment relocation renderer patching and far callback records	re/tools/oracle_vectors/xdb_amer_func_0000_natural.json:8
xdb_croolis	0x000000	croolis/func_000000_api_entry.c	xdb_croolis_api_entry	crates/commander-blood-game/src/native/alien/runtime.rs	AlienSceneRuntime::enter	Typed overlay entry with wrapping timing-scale normalization method-delta publication and owned decoded assets replacing cumulative segment relocation renderer patching and far callback records	re/tools/oracle_vectors/xdb_croolis_func_0000_natural.json:8
xdb_scrut	0x000000	scrut/func_000000_api_entry.c	xdb_scrut_api_entry	crates/commander-blood-game/src/native/alien/runtime.rs	AlienSceneRuntime::enter	Typed overlay entry with wrapping timing-scale normalization method-delta publication and owned decoded assets replacing cumulative segment relocation renderer patching and far callback records	re/tools/oracle_vectors/xdb_scrut_func_0000_natural.json:8
xdb_amer	0x0000a3	amer/func_0000a3_main.c	xdb_amer_main	crates/commander-blood-game/src/native/alien/runtime.rs	AlienSceneRuntime::step	Owned AMER frame coordinator retaining render order wrapping timer and countdown callback cadence keyboard draining pause escape and persistent control latch while eliminating VGA pages DOS input and segment swaps	re/tools/oracle_vectors/xdb_amer_func_00a3_natural.json:8
xdb_croolis	0x0000a3	croolis/func_0000a3_main.c	xdb_croolis_main	crates/commander-blood-game/src/native/alien/runtime.rs	AlienSceneRuntime::step	Owned CROOLIS frame coordinator retaining render order pre-bucket latch clearing wrapping timer and countdown callback cadence keyboard draining pause and escape while eliminating VGA pages DOS input and segment swaps	re/tools/oracle_vectors/xdb_croolis_func_00a3_natural.json:8
xdb_scrut	0x0000a3	scrut/func_0000a3_main.c	xdb_scrut_main	crates/commander-blood-game/src/native/alien/runtime.rs	AlienSceneRuntime::step	Owned SCRUT frame coordinator retaining render order pre-bucket latch clearing wrapping timer and countdown callback cadence keyboard draining pause and escape while eliminating VGA pages DOS input and segment swaps	re/tools/oracle_vectors/xdb_scrut_func_00a3_natural.json:8
xdb_amer	0x001dd6	amer/func_001dd6_method_noop.c	xdb_amer_method_noop	crates/commander-blood-game/src/native/alien/behavior.rs	run_no_operation	Explicit authored method-table no-operation preserving semantic state and distinguished from an unimplemented behavior arm	re/tools/oracle_vectors/xdb_amer_func_1dd6_natural.json:3
xdb_croolis	0x001d27	croolis/func_001d27_method_noop.c	xdb_croolis_method_noop	crates/commander-blood-game/src/native/alien/behavior.rs	run_no_operation	Explicit authored method-table no-operation preserving semantic state and distinguished from an unimplemented behavior arm	re/tools/oracle_vectors/xdb_croolis_func_1d27_natural.json:3
xdb_scrut	0x001de7	scrut/func_001de7_method_noop.c	xdb_scrut_method_noop	crates/commander-blood-game/src/native/alien/behavior.rs	run_no_operation	Explicit authored method-table no-operation preserving semantic state and distinguished from an unimplemented behavior arm	re/tools/oracle_vectors/xdb_scrut_func_1de7_natural.json:3
bloodprg	0x00b6dd	seg_0a9a/func_00b6dd_ship_3d_plane_band_copy.c	ship_3d_plane_band_copy	crates/commander-blood-game/src/native/bloodprg/ship_depth.rs	prepare_ship_depth_band	Typed two-band render layout retaining crop gating palette-transition arithmetic low-byte row sizing and wrapping source and destination regions while replacing VGA write modes plane masks and segmented framebuffer copies with wgpu-consumable intent	re/tools/oracle_vectors/func_b6dd_natural.json:12
bloodprg	0x00b75c	seg_0a9a/func_00b75c_ship_3d_depth_scroll_step.c	ship_3d_depth_scroll_step	crates/commander-blood-game/src/native/bloodprg/ship_depth.rs	advance_ship_depth	Owned bridge depth-door state retaining opening precedence completion signed word and byte clamps low-byte-only wrap zero steps and untouched non-active flag bits without packed globals	re/tools/oracle_vectors/func_b75c_natural.json:17
bloodprg	0x00b591	seg_0a9a/func_00b591_alien_overlay_cycle.c	alien_overlay_cycle	crates/commander-blood-game/src/native/bloodprg/alien_cycle.rs	run_alien_overlay_cycle	Typed AMER CROOLIS SCRUT cycle retaining trigger gating pre-increment selection temporary and restored sound banks callback-mutated timing and sequence state stable owned resource reload viewport and mouse restoration and both graphics tails without overlay buffers far callbacks or segment-owned requests	re/tools/oracle_vectors/func_b591_natural.json:12
bloodprg	0x00afa0	seg_0a9a/func_00afa0_ship_presentation_fsm.c	ship_presentation_fsm	crates/commander-blood-game/src/native/bloodprg/ship_presentation.rs	update_ship_presentation	Typed ship presentation coordinator retaining entry-state snapshot initialization dialogue cycle and gates HUD travel and navigation precedence and ordered depth band and scene subsystem dispatch without packed globals or inherited call frames	re/tools/oracle_vectors/func_afa0_natural.json:20
bloodprg	0x00b2bb	seg_0a9a/func_00b2bb_ship_3d_target_record_select.c	ship_3d_target_record_select	crates/commander-blood-game/src/native/bloodprg/ship_target.rs	select_ship_target	Typed bounded target-list phase machine retaining primary and fallback selection opening interpolation cancel depth transition wrapping phase progression and call ordering while replacing sentinels name offsets segmented labels and stale packed query state with explicit list sources passes and owned record identities	re/tools/oracle_vectors/func_b2bb_natural.json:17
bloodprg	0x00b34e	seg_0a9a/func_00b34e_ship_3d_navigation_update.c	ship_3d_navigation_update	crates/commander-blood-game/src/native/bloodprg/ship_navigation.rs	update_ship_navigation	Typed navigation coordinator retaining candidate filter and Ark stop rules redirected access counts list interpolation staged presentation active and defer gates and complete bridge teardown while replacing record offsets scratch lists packed aliases and segmented palette buffers with owned identities explicit state and ordered renderer operations	re/tools/oracle_vectors/func_b34e_natural.json:15
